Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
Zm00001eb124230,-1,3,Zm00001e122356,17192092,17192334,17192334
Zm00001eb422900,-1,10,Zm00001e040914,120636363,120636791,120636791
Zm00001eb037920,-1,1,Zm00001e003786,203405108,203407491,203407491
Zm00001eb121690,-1,3,Zm00001e016631,8255568,8256531,8256531
Zm00001eb352180,-1,8,Zm00001e027315,122123873,122127598,122127559
Zm00001eb352180,-1,8,Zm00001e027315,122123873,122127598,122127598
Zm00001eb352180,-1,8,Zm00001e027315,122123873,122127598,122126337
Zm00001eb314750,-1,7,Zm00001e034333,130391704,130398621,130398584
Zm00001eb314750,-1,7,Zm00001e034333,130391704,130398621,130398621
Zm00001eb360890,-1,8,Zm00001e028120,156736301,156738932,156738932
Zm00001eb090360,1,2,Zm00001e118505,124423990,124432636,124423990
Zm00001eb435930,1,scaf_48,Zm00001e158834,86480,90241,86480
Zm00001eb193140,-1,4,Zm00001e023765,181907565,181911442,181910995
Zm00001eb193140,-1,4,Zm00001e023765,181907565,181911442,181911442
Zm00001eb193140,-1,4,Zm00001e023765,181907565,181911442,181911213
Zm00001eb193140,-1,4,Zm00001e023765,181907565,181911442,181911025
Zm00001eb404840,-1,10,Zm00001e039168,660868,663981,663981
Zm00001eb170600,1,4,Zm00001e021535,25907340,25907891,25907340
Zm00001eb058340,-1,1,Zm00001e107682,286655188,286655511,286655511
Zm00001eb180280,-1,4,Zm00001e110777,92676688,92677270,92677270
Zm00001eb285360,-1,6,Zm00001e031398,148134643,148135795,148135795
Zm00001eb158130,-1,3,Zm00001e127622,219144054,219145443,219145443
Zm00001eb134460,1,3,Zm00001e017943,110288354,110296596,110288354
Zm00001eb101550,-1,2,Zm00001e010032,194255294,194256408,194256408
Zm00001eb101550,-1,2,Zm00001e010032,194255294,194256408,194256325
Zm00001eb252840,-1,5,Zm00001e015660,211437912,211438763,211438763
Zm00001eb004640,-1,1,Zm00001e000465,12582061,12582653,12582653
Zm00001eb432530,1,10,Zm00001e041823,148561169,148564149,148561169
Zm00001eb312960,1,7,Zm00001e034159,120913829,120914590,120913829
Zm00001eb260590,1,6,Zm00001e029170,8512545,8515112,8512545
Zm00001eb345500,1,8,Zm00001e141353,80503985,80504392,80503985
Zm00001eb207550,-1,4,Zm00001e025172,245285643,245286831,245286660
Zm00001eb207550,-1,4,Zm00001e025172,245285643,245286831,245286705
Zm00001eb207550,-1,4,Zm00001e025172,245285643,245286831,245286831
Zm00001eb060380,1,1,Zm00001e005950,293661715,293666141,293661769
Zm00001eb060380,1,1,Zm00001e005950,293661715,293666141,293661715
Zm00001eb136210,-1,3,Zm00001e125144,126170639,126172964,126172964
Zm00001eb128480,1,3,Zm00001e017336,41328797,41329947,41328797
Zm00001eb109900,-1,2,Zm00001e010826,219589666,219593266,219593266
Zm00001eb383940,-1,9,Zm00001e037154,73009326,73010374,73010374
Zm00001eb269220,1,6,Zm00001e029859,70861477,70862531,70861477
Zm00001eb144160,-1,3,Zm00001e126295,170125038,170126144,170126144
Zm00001eb169130,1,4,Zm00001e021397,17831135,17836306,17831135
Zm00001eb332100,-1,7,Zm00001e036000,185403999,185405833,185405833
Zm00001eb022900,1,1,Zm00001e002284,88936879,88937823,88936879
Zm00001eb194170,1,4,Zm00001e023863,185601939,185607926,185602076
Zm00001eb194170,1,4,Zm00001e023863,185601939,185607926,185601939
Zm00001eb338190,-1,8,Zm00001e026020,24046192,24051078,24050945
Zm00001eb338190,-1,8,Zm00001e026020,24046192,24051078,24051078
Zm00001eb115380,-1,2,Zm00001e011331,236207858,236212623,236212623
Zm00001eb061610,1,1,Zm00001e006080,297306462,297310962,297306462
Zm00001eb061610,1,1,Zm00001e006080,297306462,297310962,297306473
Zm00001eb061610,1,1,Zm00001e006080,297306462,297310962,297306530
Zm00001eb003710,-1,1,Zm00001e000370,10051001,10051518,10051518
Zm00001eb216700,-1,5,Zm00001e128500,12573598,12589120,12589120
Zm00001eb001570,-1,1,Zm00001e000158,4678241,4689963,4689963
Zm00001eb328850,-1,7,Zm00001e035676,177971342,177980251,177980251
Zm00001eb396150,-1,9,Zm00001e153965,141410163,141412338,141412338
Zm00001eb102740,1,2,Zm00001e010158,199460839,199465913,199460839
Zm00001eb345570,-1,8,Zm00001e026694,80738378,80739906,80739906
Zm00001eb397990,-1,9,Zm00001e038515,146661008,146670391,146670355
Zm00001eb397990,-1,9,Zm00001e038515,146661008,146670391,146670391
Zm00001eb397990,-1,9,Zm00001e038515,146661008,146670391,146663990
Zm00001eb001420,-1,1,Zm00001e100119,4169766,4173139,4173139
Zm00001eb055980,1,1,Zm00001e005553,278570933,278578829,278570933
Zm00001eb245710,1,5,Zm00001e014975,182724020,182726473,182724020
Zm00001eb021080,-1,1,Zm00001e102129,80058687,80060378,80060378
Zm00001eb189000,-1,4,Zm00001e023387,167485457,167489305,167489064
Zm00001eb189000,-1,4,Zm00001e023387,167485457,167489305,167489305
Zm00001eb289970,-1,6,Zm00001e031865,163635986,163640867,163640867
Zm00001eb052360,1,1,Zm00001e107095,264705492,264706559,264705492
Zm00001eb388740,-1,9,Zm00001e153056,109051097,109051966,109051966
Zm00001eb154460,-1,3,Zm00001e019932,206783199,206793257,206790910
Zm00001eb154460,-1,3,Zm00001e019932,206783199,206793257,206793257
Zm00001eb214090,-1,5,Zm00001e011968,6346069,6349599,6349599
Zm00001eb442020,1,scaf_490,Zm00001e042261,28478,37189,28478
Zm00001eb353320,1,8,Zm00001e027428,126964622,126981586,126964647
Zm00001eb353320,1,8,Zm00001e027428,126964622,126981586,126964622
Zm00001eb222990,-1,5,Zm00001e129105,35228090,35229980,35229980
Zm00001eb003330,-1,1,Zm00001e000335,8914927,8917458,8917458
Zm00001eb319230,-1,7,Zm00001e034767,148027449,148035225,148035225
Zm00001eb415220,1,10,Zm00001e040160,75971892,75977886,75971892
Zm00001eb203800,1,4,Zm00001e024792,230047738,230059095,230047738
Zm00001eb314590,1,7,Zm00001e034318,129636313,129638224,129636313
Zm00001eb379970,1,9,Zm00001e036763,34081128,34081440,34081128
Zm00001eb195970,-1,4,Zm00001e024048,191260254,191265355,191264907
Zm00001eb195970,-1,4,Zm00001e024048,191260254,191265355,191265067
Zm00001eb195970,-1,4,Zm00001e024048,191260254,191265355,191265355
Zm00001eb039390,-1,1,Zm00001e003922,209337312,209347296,209347296
Zm00001eb132730,-1,3,Zm00001e017768,90568029,90569640,90569640
Zm00001eb234060,1,5,Zm00001e013831,93920985,93938233,93920985
Zm00001eb234060,1,5,Zm00001e013831,93920985,93938233,93921024
Zm00001eb072970,-1,2,Zm00001e115615,15552485,15552832,15552832
Zm00001eb192810,1,4,Zm00001e023737,180569234,180572600,180569234
Zm00001eb229750,1,5,Zm00001e013441,70870115,70871963,70870115
Zm00001eb363680,-1,8,Zm00001e028386,166161606,166162283,166162283
Zm00001eb289860,-1,6,Zm00001e031850,163339672,163345664,163345664
Zm00001eb007800,-1,1,Zm00001e000763,22926390,22930641,22930641
Zm00001eb007800,-1,1,Zm00001e000763,22926390,22930641,22930573
Zm00001eb355210,1,8,Zm00001e027590,135573241,135575418,135573241
Zm00001eb355210,1,8,Zm00001e027590,135573241,135575418,135573447
Zm00001eb220830,-1,5,Zm00001e012592,25226723,25229082,25229082
Zm00001eb235220,1,5,Zm00001e131049,108399741,108400311,108399741
Zm00001eb023990,1,1,Zm00001e102574,97225864,97226220,97225864
Zm00001eb215500,-1,5,Zm00001e012099,9050537,9052248,9052248
Zm00001eb376590,1,9,Zm00001e036465,20444149,20446107,20444149
Zm00001eb161880,-1,3,Zm00001e127913,230305412,230318543,230318543
Zm00001eb257440,-1,5,Zm00001e016086,221248272,221254015,221254015
Zm00001eb050290,1,1,Zm00001e005001,256341482,256357495,256341482
Zm00001eb035780,-1,1,Zm00001e003607,195605713,195608551,195608549
Zm00001eb035780,-1,1,Zm00001e003607,195605713,195608551,195608545
Zm00001eb035780,-1,1,Zm00001e003607,195605713,195608551,195608551
Zm00001eb412310,1,10,Zm00001e155833,48051575,48052076,48051575
Zm00001eb204030,-1,4,Zm00001e024816,231389619,231394392,231394392
Zm00001eb392210,-1,9,Zm00001e153511,124756288,124757700,124757700
Zm00001eb348970,1,8,Zm00001e027022,104549880,104550779,104549880
Zm00001eb282690,1,6,Zm00001e031142,137549755,137551181,137549755
Zm00001eb151250,-1,3,Zm00001e019607,195164272,195166812,195166812
Zm00001eb282640,-1,6,Zm00001e148979,137202527,137212109,137212109
Zm00001eb287500,1,6,Zm00001e031614,155980917,155985184,155980917
Zm00001eb282440,-1,6,Zm00001e031121,135951861,135954854,135954854
Zm00001eb282440,-1,6,Zm00001e031121,135951861,135954854,135954821
Zm00001eb123460,-1,3,Zm00001e016824,14358440,14365025,14364920
Zm00001eb123460,-1,3,Zm00001e016824,14358440,14365025,14365025
Zm00001eb215050,1,5,Zm00001e128370,8110019,8110858,8110019
Zm00001eb301220,1,7,Zm00001e032920,9542206,9542820,9542206
Zm00001eb167760,1,4,Zm00001e021257,10819875,10820483,10819875
Zm00001eb395320,1,9,Zm00001e038258,138178840,138180608,138178840
Zm00001eb075550,-1,2,Zm00001e007415,24393041,24395711,24395711
Zm00001eb432030,-1,10,Zm00001e041775,147354345,147355691,147355691
Zm00001eb165340,-1,4,Zm00001e021035,3501991,3505203,3505203
Zm00001eb208720,1,4,Zm00001e025286,247474432,247475894,247474432
Zm00001eb112300,-1,2,Zm00001e011049,226244378,226245523,226245523
Zm00001eb091080,1,2,Zm00001e008977,133488090,133489928,133488090
Zm00001eb115950,-1,2,Zm00001e011370,237315851,237317876,237317876
Zm00001eb032320,1,1,Zm00001e003284,181026080,181028532,181026080
Zm00001eb217720,1,5,Zm00001e128576,14858076,14875156,14858076
Zm00001eb419860,1,10,Zm00001e040614,103495093,103495639,103495093
Zm00001eb044790,1,1,Zm00001e004487,233518533,233526009,233518533
Zm00001eb044790,1,1,Zm00001e004487,233518533,233526009,233519947
Zm00001eb240030,-1,5,Zm00001e132393,158228015,158228932,158228932
Zm00001eb264550,1,6,Zm00001e029424,29131840,29135917,29131845
Zm00001eb264550,1,6,Zm00001e029424,29131840,29135917,29131840
Zm00001eb433250,1,10,Zm00001e041889,149616336,149617739,149616336
Zm00001eb038940,-1,1,Zm00001e105564,207878045,207884719,207884719
Zm00001eb031970,-1,1,Zm00001e003256,178756219,178766862,178766862
Zm00001eb367260,1,8,Zm00001e143907,173937797,173938339,173937797
Zm00001eb108300,1,2,Zm00001e010683,215831453,215832347,215831453
Zm00001eb053920,1,1,Zm00001e107250,270571095,270571392,270571095
Zm00001eb309950,-1,7,Zm00001e033825,93534778,93537304,93537304
Zm00001eb166190,1,4,Zm00001e021112,5496888,5500223,5496888
Zm00001eb242370,-1,5,Zm00001e132713,170903931,170905877,170905877
Zm00001eb438050,-1,scaf_155,Zm00001e042364,62880,67085,67085
Zm00001eb212430,-1,5,Zm00001e011812,3668907,3673140,3673140
Zm00001eb282870,1,6,Zm00001e031162,138495924,138497346,138496004
Zm00001eb282870,1,6,Zm00001e031162,138495924,138497346,138495924
Zm00001eb313630,-1,7,Zm00001e034221,124553565,124554749,124554749
Zm00001eb254770,1,5,Zm00001e015836,215653869,215656199,215653869
Zm00001eb254770,1,5,Zm00001e015836,215653869,215656199,215653971
Zm00001eb383440,1,9,Zm00001e037106,68784286,68785693,68784286
Zm00001eb116540,1,2,Zm00001e011422,238759386,238759731,238759386
Zm00001eb055640,1,1,Zm00001e005517,276786887,276793669,276786887
Zm00001eb055640,1,1,Zm00001e005517,276786887,276793669,276786965
Zm00001eb116760,-1,2,Zm00001e121765,239214429,239214782,239214782
Zm00001eb233910,1,5,Zm00001e013816,92659364,92663985,92659364
Zm00001eb233910,1,5,Zm00001e013816,92659364,92663985,92659419
Zm00001eb065510,1,1,Zm00001e006469,308026534,308031577,308026548
Zm00001eb065510,1,1,Zm00001e006469,308026534,308031577,308026597
Zm00001eb065510,1,1,Zm00001e006469,308026534,308031577,308026534
Zm00001eb428240,1,10,Zm00001e041391,137779717,137781201,137779717
Zm00001eb246850,1,5,Zm00001e015082,187363011,187367396,187363011
Zm00001eb386180,-1,9,Zm00001e037391,94036442,94043288,94043164
Zm00001eb386180,-1,9,Zm00001e037391,94036442,94043288,94043288
Zm00001eb107510,-1,2,Zm00001e010610,213596551,213597063,213597063
Zm00001eb363270,-1,8,Zm00001e028349,165513419,165517693,165517693
Zm00001eb073650,1,2,Zm00001e007214,17533355,17537280,17533355
Zm00001eb261560,-1,6,Zm00001e029264,12722740,12723751,12723751
Zm00001eb332200,-1,8,Zm00001e025437,612300,628907,628907
Zm00001eb332200,-1,8,Zm00001e025437,612300,628907,628876
Zm00001eb323970,-1,7,Zm00001e035227,166034566,166036489,166036489
Zm00001eb309110,1,7,Zm00001e033729,85126003,85129293,85126003
Zm00001eb309110,1,7,Zm00001e033729,85126003,85129293,85126105
Zm00001eb388650,1,9,Zm00001e037634,108574916,108590440,108574916
Zm00001eb388650,1,9,Zm00001e037634,108574916,108590440,108574923
Zm00001eb388650,1,9,Zm00001e037634,108574916,108590440,108574969
Zm00001eb346050,1,8,Zm00001e141469,84795403,84796672,84795403
Zm00001eb054880,1,1,Zm00001e005439,274144086,274145772,274144086
Zm00001eb095250,-1,2,Zm00001e009394,165161688,165163248,165163248
Zm00001eb218250,-1,5,Zm00001e012364,16147703,16150146,16150146
Zm00001eb330370,1,7,Zm00001e139049,181621575,181622171,181621575
Zm00001eb172490,-1,4,Zm00001e109236,34563446,34564016,34564016
Zm00001eb004490,-1,1,Zm00001e000451,12343656,12345162,12345162
Zm00001eb437070,1,scaf_100,Zm00001e042266,10647,11026,10647
Zm00001eb419000,-1,10,Zm00001e040515,97820621,97824435,97824435
Zm00001eb036630,1,1,Zm00001e003670,198753626,198825633,198753626
Zm00001eb036630,1,1,Zm00001e003670,198753626,198825633,198753657
Zm00001eb358880,1,8,Zm00001e027928,149683570,149685129,149683570
Zm00001eb237770,1,5,Zm00001e014240,140683623,140683959,140683623
Zm00001eb205660,-1,4,Zm00001e024995,240887513,240890130,240890130
Zm00001eb010550,-1,1,Zm00001e001026,33511709,33514601,33514601
Zm00001eb329750,1,7,Zm00001e035762,180148176,180148511,180148176
Zm00001eb086620,-1,2,Zm00001e008500,85619327,85622242,85622242
Zm00001eb186240,1,4,Zm00001e023134,155898718,155905256,155898718
Zm00001eb438540,-1,scaf_181,Zm00001e159143,73318,77042,77042
Zm00001eb279190,-1,6,Zm00001e030811,121823724,121825064,121825064
Zm00001eb189140,1,4,Zm00001e023402,168278536,168282911,168278536
Zm00001eb035910,-1,1,Zm00001e105202,195910661,195911719,195911719
Zm00001eb411220,1,10,Zm00001e155410,32708897,32709899,32708897
Zm00001eb238340,-1,5,Zm00001e014297,145211441,145218236,145218236
Zm00001eb238340,-1,5,Zm00001e014297,145211441,145218236,145218143
Zm00001eb238340,-1,5,Zm00001e014297,145211441,145218236,145217965
Zm00001eb060310,1,1,Zm00001e005946,293475180,293476200,293475180
Zm00001eb327910,-1,7,Zm00001e035591,175982697,175987207,175987207
Zm00001eb300360,1,7,Zm00001e032845,6589885,6603363,6590223
Zm00001eb300360,1,7,Zm00001e032845,6589885,6603363,6589885
Zm00001eb348080,-1,8,Zm00001e026946,99348566,99359156,99359156
Zm00001eb348080,-1,8,Zm00001e026946,99348566,99359156,99359038
Zm00001eb179160,-1,4,Zm00001e022400,82121371,82124136,82124136
Zm00001eb275790,-1,6,Zm00001e030516,108361058,108361598,108361598
Zm00001eb140180,-1,3,Zm00001e018540,147969485,147972064,147972064
Zm00001eb140180,-1,3,Zm00001e018540,147969485,147972064,147971935
Zm00001eb169760,1,4,Zm00001e108866,21082376,21083458,21082376
Zm00001eb149550,-1,3,Zm00001e019443,189975073,189976602,189976602
Zm00001eb370840,1,8,Zm00001e029038,180750218,180751812,180750218
Zm00001eb433890,-1,10,Zm00001e041949,150654442,150657917,150657760
Zm00001eb433890,-1,10,Zm00001e041949,150654442,150657917,150657917
Zm00001eb433890,-1,10,Zm00001e041949,150654442,150657917,150657627
Zm00001eb421090,1,10,Zm00001e040748,111753506,111760758,111753518
Zm00001eb421090,1,10,Zm00001e040748,111753506,111760758,111753506
Zm00001eb054480,1,1,Zm00001e005412,272695005,272697912,272695020
Zm00001eb054480,1,1,Zm00001e005412,272695005,272697912,272695005
Zm00001eb199720,-1,4,Zm00001e113900,204900903,204901989,204901989
Zm00001eb192020,1,4,Zm00001e023658,178072296,178076086,178072802
Zm00001eb192020,1,4,Zm00001e023658,178072296,178076086,178072396
Zm00001eb192020,1,4,Zm00001e023658,178072296,178076086,178072296
Zm00001eb045910,1,1,Zm00001e004586,237875305,237879669,237875305
Zm00001eb399460,1,9,Zm00001e038655,151253454,151258617,151253454
Zm00001eb122050,-1,3,Zm00001e016666,9003086,9004207,9004207
Zm00001eb168110,-1,4,Zm00001e108657,12197625,12198543,12198543
Zm00001eb405440,1,10,Zm00001e039234,2000564,2005747,2000564
Zm00001eb405440,1,10,Zm00001e039234,2000564,2005747,2000662
Zm00001eb042120,-1,1,Zm00001e004193,221825548,221829681,221829681
Zm00001eb044270,1,1,Zm00001e004439,231809722,231810163,231809722
Zm00001eb338120,-1,8,Zm00001e139867,23985348,23987965,23987965
Zm00001eb157080,1,3,Zm00001e020188,215320895,215327210,215320895
Zm00001eb157080,1,3,Zm00001e020188,215320895,215327210,215321738
Zm00001eb157080,1,3,Zm00001e020188,215320895,215327210,215321423
Zm00001eb277780,1,6,Zm00001e030685,115874914,115876775,115874914
Zm00001eb139720,1,3,Zm00001e018491,145828024,145835671,145828024
Zm00001eb139720,1,3,Zm00001e018491,145828024,145835671,145828181
Zm00001eb129230,-1,3,Zm00001e017407,47408476,47409183,47409183
Zm00001eb110460,1,2,Zm00001e010877,220940232,220945464,220940232
Zm00001eb110460,1,2,Zm00001e010877,220940232,220945464,220940434
Zm00001eb110460,1,2,Zm00001e010877,220940232,220945464,220940386
Zm00001eb013770,1,1,Zm00001e101312,46048454,46049926,46048454
Zm00001eb181210,1,4,Zm00001e022626,105763921,105764979,105763921
Zm00001eb020130,-1,1,Zm00001e002003,74280761,74288266,74288266
Zm00001eb290200,1,6,Zm00001e149679,164373008,164373289,164373008
Zm00001eb388950,1,9,Zm00001e153077,110224880,110229338,110224880
Zm00001eb137420,-1,3,Zm00001e018257,133541643,133542979,133542979
Zm00001eb354350,-1,8,Zm00001e142734,131783289,131785627,131785627
Zm00001eb399770,-1,9,Zm00001e154241,151878876,151880229,151880229
Zm00001eb074120,1,2,Zm00001e007262,19403108,19414453,19403150
Zm00001eb074120,1,2,Zm00001e007262,19403108,19414453,19403108
Zm00001eb112480,-1,2,Zm00001e011067,226849248,226856611,226856611
Zm00001eb112480,-1,2,Zm00001e011067,226849248,226856611,226856479
Zm00001eb039310,-1,1,Zm00001e003915,208917569,208923024,208923024
Zm00001eb039310,-1,1,Zm00001e003915,208917569,208923024,208922943
Zm00001eb336080,-1,8,Zm00001e025825,15557803,15558973,15558973
Zm00001eb005120,1,1,Zm00001e100441,14202708,14206737,14202708
Zm00001eb325490,1,7,Zm00001e138670,169399016,169400086,169399016
Zm00001eb055010,1,1,Zm00001e005455,274494776,274497367,274494776
Zm00001eb122110,1,3,Zm00001e016671,9233897,9245310,9233897
Zm00001eb122110,1,3,Zm00001e016671,9233897,9245310,9234140
Zm00001eb065170,1,1,Zm00001e108257,307073498,307074676,307073498
Zm00001eb408810,-1,10,Zm00001e154954,13782648,13783783,13783783
Zm00001eb004900,1,1,Zm00001e100417,13375816,13377671,13375816
Zm00001eb047790,-1,1,Zm00001e106579,245533150,245534500,245534500
Zm00001eb193280,1,4,Zm00001e023779,182372013,182375293,182372013
Zm00001eb071540,-1,2,Zm00001e007015,12111516,12114385,12114385
Zm00001eb071540,-1,2,Zm00001e007015,12111516,12114385,12114250
Zm00001eb031220,-1,1,Zm00001e003180,174730699,174739602,174739602
Zm00001eb031220,-1,1,Zm00001e003180,174730699,174739602,174739506
Zm00001eb031220,-1,1,Zm00001e003180,174730699,174739602,174739518
Zm00001eb166050,-1,4,Zm00001e021098,5242973,5246123,5246123
Zm00001eb233280,1,5,Zm00001e013755,88202120,88208023,88202167
Zm00001eb233280,1,5,Zm00001e013755,88202120,88208023,88202120
Zm00001eb372370,-1,9,Zm00001e036105,5692991,5695448,5695448
Zm00001eb022610,-1,1,Zm00001e102335,86876024,86876521,86876521
Zm00001eb248860,-1,5,Zm00001e015267,194339323,194340374,194340374
Zm00001eb024220,-1,1,Zm00001e002407,98509242,98510693,98510693
Zm00001eb251650,-1,5,Zm00001e015546,207906716,207910482,207909899
Zm00001eb251650,-1,5,Zm00001e015546,207906716,207910482,207910010
Zm00001eb251650,-1,5,Zm00001e015546,207906716,207910482,207910482
Zm00001eb363900,1,8,Zm00001e028408,166627416,166627768,166627416
Zm00001eb321980,-1,7,Zm00001e035033,159213544,159223682,159223682
Zm00001eb321980,-1,7,Zm00001e035033,159213544,159223682,159223399
Zm00001eb272580,1,6,Zm00001e030196,94918293,94919075,94918293
Zm00001eb114480,1,2,Zm00001e011253,233433068,233437858,233433119
Zm00001eb114480,1,2,Zm00001e011253,233433068,233437858,233433068
Zm00001eb293380,1,6,Zm00001e032186,171253958,171254944,171253958
Zm00001eb362560,-1,8,Zm00001e028287,163552610,163554294,163554294
Zm00001eb362560,-1,8,Zm00001e028287,163552610,163554294,163554154
Zm00001eb110210,1,2,Zm00001e010855,220349285,220350452,220349285
Zm00001eb079310,-1,2,Zm00001e007781,38279418,38284289,38283800
Zm00001eb079310,-1,2,Zm00001e007781,38279418,38284289,38284276
Zm00001eb079310,-1,2,Zm00001e007781,38279418,38284289,38284035
Zm00001eb079310,-1,2,Zm00001e007781,38279418,38284289,38284289
Zm00001eb316240,1,7,Zm00001e137751,136466870,136467256,136466870
Zm00001eb421600,-1,10,Zm00001e040803,115005109,115008811,115008811
Zm00001eb386440,-1,9,Zm00001e037424,96088780,96090931,96090931
Zm00001eb041440,1,1,Zm00001e004127,218164563,218166155,218164563
Zm00001eb018690,1,1,Zm00001e001853,66858299,66861204,66858299
Zm00001eb057860,1,1,Zm00001e005735,285088636,285094898,285089042
Zm00001eb057860,1,1,Zm00001e005735,285088636,285094898,285088636
Zm00001eb235270,1,5,Zm00001e013969,109476497,109487597,109476497
Zm00001eb397520,1,9,Zm00001e038467,145280384,145281515,145280384
Zm00001eb011800,1,1,Zm00001e001169,38480111,38491823,38480111
Zm00001eb183760,-1,4,Zm00001e111967,135975221,135992133,135992133
Zm00001eb260950,1,6,Zm00001e029209,10169645,10176523,10169659
Zm00001eb260950,1,6,Zm00001e029209,10169645,10176523,10169645
Zm00001eb260950,1,6,Zm00001e029209,10169645,10176523,10171697
Zm00001eb392890,1,9,Zm00001e038019,128108163,128114298,128108163
Zm00001eb392890,1,9,Zm00001e038019,128108163,128114298,128108234
Zm00001eb437360,-1,scaf_107,Zm00001e159031,4996,9509,9509
Zm00001eb111890,1,2,Zm00001e011015,224784185,224794579,224784294
Zm00001eb111890,1,2,Zm00001e011015,224784185,224794579,224784185
Zm00001eb409630,-1,10,Zm00001e039627,18955557,18959682,18959650
Zm00001eb409630,-1,10,Zm00001e039627,18955557,18959682,18959682
Zm00001eb028360,-1,1,Zm00001e002867,149989864,149993703,149993703
Zm00001eb028360,-1,1,Zm00001e002867,149989864,149993703,149993645
Zm00001eb212740,-1,5,Zm00001e011849,4149222,4158067,4158067
Zm00001eb007700,1,1,Zm00001e000755,22767674,22780052,22767674
Zm00001eb007700,1,1,Zm00001e000755,22767674,22780052,22767727
Zm00001eb007700,1,1,Zm00001e000755,22767674,22780052,22767963
Zm00001eb427370,-1,10,Zm00001e158159,135278707,135285960,135285960
Zm00001eb274510,-1,6,Zm00001e030391,104102260,104103818,104103818
Zm00001eb122990,1,3,Zm00001e016775,12522044,12526277,12522044
Zm00001eb122990,1,3,Zm00001e016775,12522044,12526277,12522081
Zm00001eb269610,1,6,Zm00001e029897,73882427,73889358,73882539
Zm00001eb269610,1,6,Zm00001e029897,73882427,73889358,73882617
Zm00001eb269610,1,6,Zm00001e029897,73882427,73889358,73882427
Zm00001eb122300,1,3,Zm00001e016696,9829261,9831034,9829261
Zm00001eb303210,-1,7,Zm00001e033103,19613986,19619157,19619157
Zm00001eb258880,1,5,Zm00001e016226,224054663,224060231,224054663
Zm00001eb258880,1,5,Zm00001e016226,224054663,224060231,224055048
Zm00001eb324670,-1,7,Zm00001e035290,167767267,167772049,167772049
Zm00001eb324670,-1,7,Zm00001e035290,167767267,167772049,167771970
Zm00001eb364570,1,8,Zm00001e028458,168152409,168153361,168152409
Zm00001eb384630,1,9,Zm00001e037230,79513143,79514387,79513143
Zm00001eb015920,1,1,Zm00001e001569,55475759,55483488,55475759
Zm00001eb015920,1,1,Zm00001e001569,55475759,55483488,55477457
Zm00001eb015920,1,1,Zm00001e001569,55475759,55483488,55475989
Zm00001eb174620,-1,4,Zm00001e021915,43715995,43721226,43721226
Zm00001eb174620,-1,4,Zm00001e021915,43715995,43721226,43721097
Zm00001eb398840,1,9,Zm00001e038595,149196581,149199306,149196581
Zm00001eb132690,-1,3,Zm00001e124191,90093191,90094188,90094188
Zm00001eb147460,1,3,Zm00001e126644,183010240,183011324,183010240
Zm00001eb020050,-1,1,Zm00001e001993,73464275,73464966,73464966
Zm00001eb213570,1,5,Zm00001e011922,5506895,5509303,5506895
Zm00001eb267710,1,6,Zm00001e029724,53664309,53668149,53664425
Zm00001eb267710,1,6,Zm00001e029724,53664309,53668149,53664309
Zm00001eb440650,-1,scaf_304,Zm00001e160143,9391,9834,9834
Zm00001eb337370,-1,8,Zm00001e025942,20831113,20833102,20833102
Zm00001eb165560,-1,4,Zm00001e021055,3890323,3892942,3892942
Zm00001eb219900,-1,5,Zm00001e128765,21888981,21895227,21895227
Zm00001eb423120,1,10,Zm00001e157762,121631020,121638801,121631020
Zm00001eb399550,-1,9,Zm00001e154233,151388957,151389304,151389304
Zm00001eb228550,1,5,Zm00001e013323,65256486,65259644,65256486
Zm00001eb053700,-1,1,Zm00001e005327,269601433,269602721,269602721
Zm00001eb419180,1,10,Zm00001e040538,98756141,98768011,98756201
Zm00001eb419180,1,10,Zm00001e040538,98756141,98768011,98756141
Zm00001eb047650,-1,1,Zm00001e004740,244840535,244844173,244844173
Zm00001eb047430,-1,1,Zm00001e106535,243564196,243564950,243564950
Zm00001eb441440,1,scaf_383,Zm00001e160054,36122,41840,36122
Zm00001eb103780,-1,2,Zm00001e010255,202788817,202789135,202789135
Zm00001eb192410,-1,4,Zm00001e023696,179074509,179076509,179076431
Zm00001eb192410,-1,4,Zm00001e023696,179074509,179076509,179076509
Zm00001eb291010,-1,6,Zm00001e031968,166417846,166421186,166421186
Zm00001eb230800,1,5,Zm00001e013520,75061543,75067553,75061762
Zm00001eb230800,1,5,Zm00001e013520,75061543,75067553,75066311
Zm00001eb230800,1,5,Zm00001e013520,75061543,75067553,75061543
Zm00001eb210130,1,4,Zm00001e115084,249892769,249893186,249892769
Zm00001eb230160,-1,5,Zm00001e130080,72634843,72635638,72635638
Zm00001eb160030,1,3,Zm00001e020486,224922465,224927664,224922465
Zm00001eb132040,-1,3,Zm00001e123850,74777029,74777274,74777274
Zm00001eb334360,-1,8,Zm00001e025639,8428288,8432128,8432128
Zm00001eb055940,-1,1,Zm00001e005547,278112198,278134198,278134198
Zm00001eb347120,-1,8,Zm00001e026858,93220065,93222125,93222125
Zm00001eb029090,-1,1,Zm00001e104106,156613525,156613962,156613962
Zm00001eb026890,1,1,Zm00001e103342,126659115,126660239,126659115
Zm00001eb234810,1,5,Zm00001e130889,101819233,101822718,101819233
