Requested ID,Matched ID(s),Releases,Condition
Traes_3DL_6BBC889A1,TraesCS3D02G353500,109: TraesCS3D02G353500.193: TraesCS3D02G353500.1,T2down
Traes_4DL_82889068B,TraesCS4D02G317000,109: TraesCS4D02G317000.193: TraesCS4D02G317000.1,T2down
Traes_4DL_82889068B,TraesCS5A02G491500,109: TraesCS5A02G491500.193: TraesCS5A02G491500.1,T2down
Traes_4DL_82889068B,TraesCS4B02G320500,109: TraesCS4B02G320500.193: TraesCS4B02G320500.1,T2down
Traes_5DL_44DB74DDD,TraesCS5B02G465100,109: TraesCS5B02G465100.193: TraesCS5B02G465100.1,T2down
Traes_5DL_44DB74DDD,TraesCS5D02G466900,109: TraesCS5D02G466900.193: TraesCS5D02G466900.1,T2down
Traes_5DL_44DB74DDD,TraesCS5A02G456100,109: TraesCS5A02G456100.193: TraesCS5A02G456100.1,T2down
Traes_6AS_E55919F58,TraesCS6B02G210500,109: TraesCS6B02G210500.193: TraesCS6B02G210500.1,T2down
Traes_6AS_E55919F58,TraesCS6A02G181600,109: TraesCS6A02G181600.193: TraesCS6A02G181600.1,T2down
Traes_6AS_E55919F58,TraesCS6D02G169000,109: TraesCS6D02G169000.193: TraesCS6D02G169000.1,T2down
Traes_6AS_A2889A2E4,TraesCS6A02G059100,109: TraesCS6A02G059100.193: TraesCS6A02G059100.1,T2down
Traes_6AS_A2889A2E4,TraesCSU02G121500,109: TraesCSU02G121500.193: TraesCSU02G121500.1,T2down
Traes_6AS_A2889A2E4,TraesCS6B02G079400,109: TraesCS6B02G079400.193: TraesCS6B02G079400.1,T2down
Traes_5AL_D8B6614F3,TraesCS5D02G503100,109: TraesCS5D02G503100.193: TraesCS5D02G503100.1,T2down
Traes_5AL_D8B6614F3,TraesCS5B02G502000,109: TraesCS5B02G502000.193: TraesCS5B02G502000.1,T2down
Traes_5AL_D8B6614F3,TraesCS5A02G488200,109: TraesCS5A02G488200.193: TraesCS5A02G488200.1,T2down
Traes_7BS_EDB4532D1,TraesCS7D02G128300,109: TraesCS7D02G128300.193: TraesCS7D02G128300.1,T2down
Traes_7BS_EDB4532D1,TraesCS7B02G029200,109: TraesCS7B02G029200.193: TraesCS7B02G029200.1,T2down
Traes_7BS_EDB4532D1,TraesCS7A02G129300,109: TraesCS7A02G129300.193: TraesCS7A02G129300.1,T2down
Traes_6DL_275FA4D5F,TraesCS6A02G263900,109: TraesCS6A02G263900.193: TraesCS6A02G263900.1,T2down
Traes_6DL_275FA4D5F,TraesCS6D02G251000,109: TraesCS6D02G251000.193: TraesCS6D02G251000.1,T2down
Traes_6DL_275FA4D5F,TraesCS6B02G290900,109: TraesCS6B02G290900.193: TraesCS6B02G290900.1,T2down
Traes_2AL_C642E8036,TraesCS2B02G350800,109: TraesCS2B02G350800.193: TraesCS2B02G350800.1,T2down
Traes_2AL_C642E8036,TraesCS2D02G331500,109: TraesCS2D02G331500.193: TraesCS2D02G331500.1,T2down
Traes_2AL_C642E8036,TraesCS2A02G331400,109: TraesCS2A02G331400.193: TraesCS2A02G331400.1,T2down
Traes_4BL_F47C315FE,TraesCS4D02G205900,109: TraesCS4D02G205900.193: TraesCS4D02G205900.1,T2down
Traes_4BL_F47C315FE,TraesCS4A02G099300,109: TraesCS4A02G099300.193: TraesCS4A02G099300.1,T2down
Traes_4BL_F47C315FE,TraesCS4B02G205000,109: TraesCS4B02G205000.193: TraesCS4B02G205000.1,T2down
Traes_6AL_FBE0A3EDE,TraesCS6A02G301600,109: TraesCS6A02G301600.193: TraesCS6A02G301600.1,T2down
Traes_6AL_FBE0A3EDE,TraesCS6B02G330800,109: TraesCS6B02G330800.193: TraesCS6B02G330800.1,T2down
Traes_6AL_FBE0A3EDE,TraesCS6D02G281000,109: TraesCS6D02G281000.193: TraesCS6D02G281000.1,T2down
Traes_4DS_E33550382,TraesCS4B02G041600,109: TraesCS4B02G041600.193: TraesCS4B02G041600.1,T2down
Traes_4DS_E33550382,TraesCS4B02G041500,109: TraesCS4B02G041500.193: TraesCS4B02G041500.1,T2down
Traes_4DS_E33550382,TraesCS4A02G272600,109: TraesCS4A02G272600.193: TraesCS4A02G272600.1,T2down
Traes_4DS_E33550382,TraesCS4A02G272500,109: TraesCS4A02G272500.193: TraesCS4A02G272500.1,T2down
Traes_4DS_E33550382,TraesCS4D02G038900,109: TraesCS4D02G038900.193: TraesCS4D02G038900.1,T2down
Traes_4DS_E33550382,TraesCS4D02G038800,109: TraesCS4D02G038800.193: TraesCS4D02G038800.1,T2down
Traes_1AL_45A9AD1EA,TraesCS1B02G273900,109: TraesCS1B02G273900.193: TraesCS1B02G273900.1,T2down
Traes_1AL_45A9AD1EA,TraesCS1D02G263400,109: TraesCS1D02G263400.193: TraesCS1D02G263400.1,T2down
Traes_1AL_45A9AD1EA,TraesCS1A02G263300,109: TraesCS1A02G263300.193: TraesCS1A02G263300.1,T2down
Traes_5BL_D016E247A,TraesCS5B02G326800,109: TraesCS5B02G326800.193: TraesCS5B02G326800.1,T2down
Traes_2AL_0C599D85F,TraesCS2B02G337900,109: TraesCS2B02G337900.193: TraesCS2B02G337900.1,T2down
Traes_2AL_0C599D85F,TraesCS2A02G340000,109: TraesCS2A02G340000.193: TraesCS2A02G340000.1,T2down
Traes_2AL_0C599D85F,TraesCS2D02G317500,109: TraesCS2D02G317500.193: TraesCS2D02G317500.1,T2down
Traes_4AL_A93675BD6,TraesCS4B02G039300,109: TraesCS4B02G039300.193: TraesCS4B02G039300.1,T2down
Traes_4AL_A93675BD6,TraesCS4A02G274300,109: TraesCS4A02G274300.193: TraesCS4A02G274300.1,T2down
Traes_4AL_A93675BD6,TraesCS4D02G036400,109: TraesCS4D02G036400.193: TraesCS4D02G036400.1,T2down
Traes_5BS_242B8923E,TraesCS5A02G088100,109: TraesCS5A02G088100.193: TraesCS5A02G088100.1,T2down
Traes_5BS_242B8923E,TraesCS5B02G094100,109: TraesCS5B02G094100.193: TraesCS5B02G094100.1,T2down
Traes_5BS_242B8923E,TraesCS5D02G100500,109: TraesCS5D02G100500.193: TraesCS5D02G100500.1,T2down
Traes_2AL_FD09E5EAF,TraesCS2B02G270000,109: TraesCS2B02G270000.193: TraesCS2B02G270000.1,T2down
Traes_2AL_FD09E5EAF,TraesCS2A02G247700,109: TraesCS2A02G247700.193: TraesCS2A02G247700.1,T2down
Traes_2AL_FD09E5EAF,TraesCS2D02G248000,109: TraesCS2D02G248000.193: TraesCS2D02G248000.1,T2down
Traes_2BL_78B69AD87,TraesCS2A02G307100,109: TraesCS2A02G307100.193: TraesCS2A02G307100.1,T2down
Traes_2BL_78B69AD87,TraesCS2B02G323700,109: TraesCS2B02G323700.193: TraesCS2B02G323700.1,T2down
Traes_2BL_78B69AD87,TraesCS2D02G305500,109: TraesCS2D02G305500.193: TraesCS2D02G305500.1,T2down
Traes_2BS_1B57E3AF2,TraesCS2D02G116500,109: TraesCS2D02G116500.193: TraesCS2D02G116500.1,T2down
Traes_2BS_1B57E3AF2,TraesCS2B02G138600,109: TraesCS2B02G138600.193: TraesCS2B02G138600.1,T2down
Traes_2BS_1B57E3AF2,TraesCS2A02G118700,109: TraesCS2A02G118700.193: TraesCS2A02G118700.1,T2down
Traes_7BL_DF3F667B1,TraesCS7B02G207500,109: TraesCS7B02G207500.193: TraesCS7B02G207500.1,T2down
Traes_7BL_DF3F667B1,TraesCS7A02G307200,109: TraesCS7A02G307200.193: TraesCS7A02G307200.1,T2down
Traes_4BS_BD7AF055E,TraesCS4D02G120100,109: TraesCS4D02G120100.193: TraesCS4D02G120100.1,T2down
Traes_4BS_BD7AF055E,TraesCS4B02G122000,109: TraesCS4B02G122000.193: TraesCS4B02G122000.1,T2down
Traes_6DS_08E9A4EDB,TraesCS6B02G210200,109: TraesCS6B02G210200.193: TraesCS6B02G210200.1,T2down
Traes_6DS_08E9A4EDB,TraesCS6D02G168400,109: TraesCS6D02G168400.193: TraesCS6D02G168400.1,T2down
Traes_6DS_08E9A4EDB,TraesCS6A02G181100,109: TraesCS6A02G181100.193: TraesCS6A02G181100.1,T2down
Traes_2BL_F30DEAE7A,TraesCS2D02G342700,109: TraesCS2D02G342700.193: TraesCS2D02G342700.1,T2down
Traes_2BL_F30DEAE7A,TraesCS2B02G362600,109: TraesCS2B02G362600.193: TraesCS2B02G362600.1,T2down
Traes_2BL_F30DEAE7A,TraesCS2A02G320500,109: TraesCS2A02G320500.193: TraesCS2A02G320500.1,T2down
Traes_7DS_3786B1D0E,TraesCS7A02G255400,109: TraesCS7A02G255400.193: TraesCS7A02G255400.1,T2down
Traes_7DS_3786B1D0E,TraesCS7D02G253800,109: TraesCS7D02G253800.193: TraesCS7D02G253800.1,T2down
Traes_7DS_3786B1D0E,TraesCS7B02G151700,109: TraesCS7B02G151700.193: TraesCS7B02G151700.1,T2down
Traes_4BL_AA84A8CE0,TraesCS4B02G277900,109: TraesCS4B02G277900.193: TraesCS4B02G277900.1,T2down
Traes_4BL_AA84A8CE0,TraesCS4D02G276200,109: TraesCS4D02G276200.193: TraesCS4D02G276200.1,T2down
Traes_4BL_AA84A8CE0,TraesCS4A02G028000,109: TraesCS4A02G028000.193: TraesCS4A02G028000.1,T2down
Traes_1AL_5649DA7B9,TraesCS1D02G197800,109: TraesCS1D02G197800.193: TraesCS1D02G197800.1,T2down
Traes_1AL_5649DA7B9,TraesCS1A02G193900,109: TraesCS1A02G193900.193: TraesCS1A02G193900.1,T2down
Traes_1AL_5649DA7B9,TraesCS1B02G208900,109: TraesCS1B02G208900.193: TraesCS1B02G208900.1,T2down
Traes_1DS_A477459F0,TraesCS1D02G083600,109: TraesCS1D02G083600.193: TraesCS1D02G083600.1,T2down
Traes_1DS_A477459F0,TraesCS1A02G082000,109: TraesCS1A02G082000.193: TraesCS1A02G082000.1,T2down
Traes_1DS_A477459F0,TraesCS1B02G099600,109: TraesCS1B02G099600.193: TraesCS1B02G099600.1,T2down
Traes_2BL_3E12FF58C,TraesCS2D02G266900,109: TraesCS2D02G266900.193: TraesCS2D02G266900.1,T2down
Traes_2BL_3E12FF58C,TraesCS2A02G255800,109: TraesCS2A02G255800.193: TraesCS2A02G255800.1,T2down
Traes_7BS_AB3A97471,TraesCS7D02G260000,109: TraesCS7D02G260000.193: TraesCS7D02G260000.1,T2down
Traes_7BS_AB3A97471,TraesCS7B02G156700,109: TraesCS7B02G156700.193: TraesCS7B02G156700.1,T2down
Traes_6DL_CFB079182,TraesCS6B02G411500,109: TraesCS6B02G411500.193: TraesCS6B02G411500.1,T2down
Traes_6DL_CFB079182,TraesCS6D02G358000,109: TraesCS6D02G358000.193: TraesCS6D02G358000.1,T2down
Traes_6DL_CFB079182,TraesCS6A02G373800,109: TraesCS6A02G373800.193: TraesCS6A02G373800.1,T2down
Traes_2AL_1C8452B38,TraesCS2D02G369000,109: TraesCS2D02G369000.193: TraesCS2D02G369000.1,T2down
Traes_2AL_1C8452B38,TraesCS2B02G389800,109: TraesCS2B02G389800.193: TraesCS2B02G389800.1,T2down
Traes_2AL_1C8452B38,TraesCS2A02G372800,109: TraesCS2A02G372800.193: TraesCS2A02G372800.1,T2down
Traes_2DL_B4CE319DF,TraesCS2A02G395900,109: TraesCS2A02G395900.193: TraesCS2A02G395900.1,T2down
Traes_2DL_B4CE319DF,TraesCS2D02G393600,109: TraesCS2D02G393600.193: TraesCS2D02G393600.1,T2down
Traes_2DL_B4CE319DF,TraesCS2B02G414200,109: TraesCS2B02G414200.193: TraesCS2B02G414200.1,T2down
Traes_5DS_D57971ADE,TraesCS5B02G011400,109: TraesCS5B02G011400.193: TraesCS5B02G011400.1,T2down
Traes_5DS_D57971ADE,TraesCS5A02G013400,109: TraesCS5A02G013400.193: TraesCS5A02G013400.1,T2down
Traes_5DS_D57971ADE,TraesCS5D02G018600,109: TraesCS5D02G018600.193: TraesCS5D02G018600.1,T2down
Traes_5DS_64C634FBD,TraesCS5A02G096700,109: TraesCS5A02G096700.193: TraesCS5A02G096700.1,T2down
Traes_5DS_64C634FBD,TraesCS5B02G102600,109: TraesCS5B02G102600.193: TraesCS5B02G102600.1,T2down
Traes_5DS_64C634FBD,TraesCS5D02G109400,109: TraesCS5D02G109400.193: TraesCS5D02G109400.1,T2down
Traes_6DL_2C24B8C9E,TraesCS6A02G274400,109: TraesCS6A02G274400.193: TraesCS6A02G274400.1,T2down
Traes_6DL_2C24B8C9E,TraesCS6B02G301900,109: TraesCS6B02G301900.193: TraesCS6B02G301900.1,T2down
Traes_6DL_2C24B8C9E,TraesCS6D02G254700,109: TraesCS6D02G254700.193: TraesCS6D02G254700.1,T2down
Traes_5DS_EC1C1EB53,TraesCS5A02G074100,109: TraesCS5A02G074100.193: TraesCS5A02G074100.1,T2down
Traes_5DS_EC1C1EB53,TraesCS5D02G087800,109: TraesCS5D02G087800.193: TraesCS5D02G087800.1,T2down
Traes_5DS_EC1C1EB53,TraesCS5B02G080500,109: TraesCS5B02G080500.193: TraesCS5B02G080500.1,T2down
Traes_5BL_E60DCD110,TraesCS5D02G195400,109: TraesCS5D02G195400.193: TraesCS5D02G195400.1,T2down
Traes_5BL_E60DCD110,TraesCS5A02G195600,109: TraesCS5A02G195600.193: TraesCS5A02G195600.1,T2down
Traes_5BL_E60DCD110,TraesCS5B02G187800,109: TraesCS5B02G187800.193: TraesCS5B02G187800.1,T2down
Traes_7AS_9889BB0FC,TraesCS7B02G174000,109: TraesCS7B02G174000.193: TraesCS7B02G174000.1,T2down
Traes_7AS_9889BB0FC,TraesCS7D02G276100,109: TraesCS7D02G276100.193: TraesCS7D02G276100.1,T2down
Traes_7AS_9889BB0FC,TraesCS7A02G276200,109: TraesCS7A02G276200.193: TraesCS7A02G276200.1,T2down
Traes_5BL_8F2E81CCA,TraesCS5B02G374200,109: TraesCS5B02G374200.193: TraesCS5B02G374200.1,T2down
Traes_5BL_8F2E81CCA,TraesCS5A02G372100,109: TraesCS5A02G372100.193: TraesCS5A02G372100.1,T2down
Traes_5BL_8F2E81CCA,TraesCS5D02G381600,109: TraesCS5D02G381600.193: TraesCS5D02G381600.1,T2down
Traes_2DL_D4BEF2F49,TraesCS2D02G320400,109: TraesCS2D02G320400.193: TraesCS2D02G320400.1,T2down
Traes_2DL_D4BEF2F49,TraesCS2A02G342200,109: TraesCS2A02G342200.193: TraesCS2A02G342200.1,T2down
Traes_6DL_34109BEE8,TraesCS6A02G232600,109: TraesCS6A02G232600.193: TraesCS6A02G232600.1,T2down
Traes_6DL_34109BEE8,TraesCS6B02G260500,109: TraesCS6B02G260500.193: TraesCS6B02G260500.1,T2down
Traes_6DL_34109BEE8,TraesCS6D02G215500,109: TraesCS6D02G215500.193: TraesCS6D02G215500.1,T2down
Traes_7DS_8B6859102,TraesCS7D02G032500,109: TraesCS7D02G032500.193: TraesCS7D02G032500.1,T2down
Traes_5DL_2054A21EE,TraesCS5B02G395200,109: TraesCS5B02G395200.193: TraesCS5B02G395200.1,T2down
Traes_5DL_2054A21EE,TraesCS5D02G400100,109: TraesCS5D02G400100.193: TraesCS5D02G400100.1,T2down
Traes_5DL_2054A21EE,TraesCS5A02G390300,109: TraesCS5A02G390300.193: TraesCS5A02G390300.1,T2down
Traes_7AL_017D12BD4,TraesCS7A02G368900,109: TraesCS7A02G368900.193: TraesCS7A02G368900.1,T2down
Traes_7AL_017D12BD4,TraesCS7B02G259600,109: TraesCS7B02G259600.193: TraesCS7B02G259600.1,T2down
Traes_7AL_017D12BD4,TraesCSU02G104500,109: TraesCSU02G104500.193: TraesCSU02G104500.1,T2down
Traes_4AS_276C3C522,TraesCS4A02G049200,109: TraesCS4A02G049200.193: TraesCS4A02G049200.1,T2down
Traes_4AS_276C3C522,TraesCS4B02G255600,109: TraesCS4B02G255600.193: TraesCS4B02G255600.1,T2down
Traes_4AS_276C3C522,TraesCS4D02G255600,109: TraesCS4D02G255600.193: TraesCS4D02G255600.1,T2down
Traes_4DL_E57EEDA3C,TraesCS4B02G385900,109: TraesCS4B02G385900.193: TraesCS4B02G385900.1,T2down
Traes_4DL_E57EEDA3C,TraesCSU02G127100,109: TraesCSU02G127100.193: TraesCSU02G127100.1,T2down
Traes_4DL_E57EEDA3C,TraesCS5A02G550800,109: TraesCS5A02G550800.193: TraesCS5A02G550800.1,T2down
Traes_2BL_34FE64341,TraesCS2B02G523700,109: TraesCS2B02G523700.193: TraesCS2B02G523700.1,T2down
Traes_4DS_7A91CDB3F,TraesCS4B02G098900,109: TraesCS4B02G098900.193: TraesCS4B02G098900.1,T2down
Traes_4DS_7A91CDB3F,TraesCS4A02G220300,109: TraesCS4A02G220300.193: TraesCS4A02G220300.1,T2down
Traes_4DS_7A91CDB3F,TraesCS4D02G095000,109: TraesCS4D02G095000.193: TraesCS4D02G095000.1,T2down
Traes_3AL_517E3BA78,TraesCS3A02G244000,109: TraesCS3A02G244000.193: TraesCS3A02G244000.1,T2down
Traes_3AL_517E3BA78,TraesCS3D02G247500,109: TraesCS3D02G247500.193: TraesCS3D02G247500.1,T2down
Traes_3AL_517E3BA78,TraesCS3D02G247400,109: TraesCS3D02G247400.193: TraesCS3D02G247400.1,T2down
Traes_3AL_517E3BA78,TraesCS3B02G276200,109: TraesCS3B02G276200.193: TraesCS3B02G276200.1,T2down
Traes_3AL_517E3BA78,TraesCS3A02G243900,109: TraesCS3A02G243900.193: TraesCS3A02G243900.1,T2down
Traes_3AL_517E3BA78,TraesCS3B02G276300,109: TraesCS3B02G276300.193: TraesCS3B02G276300.1,T2down
Traes_4DS_A92601DB4,TraesCS4D02G101700,109: TraesCS4D02G101700.193: TraesCS4D02G101700.1,T2down
Traes_4DS_A92601DB4,TraesCS4B02G104400,109: TraesCS4B02G104400.193: TraesCS4B02G104400.1,T2down
Traes_4DS_A92601DB4,TraesCS4A02G211700,109: TraesCS4A02G211700.193: TraesCS4A02G211700.1,T2down
Traes_4DL_052000A28,TraesCS5A02G490200,109: TraesCS5A02G490200.193: TraesCS5A02G490200.1,T2down
Traes_4DL_052000A28,TraesCS4B02G321800,109: TraesCS4B02G321800.193: TraesCS4B02G321800.1,T2down
Traes_4DL_052000A28,TraesCS4D02G318400,109: TraesCS4D02G318400.193: TraesCS4D02G318400.1,T2down
Traes_3AL_AE39295DA,TraesCS3B02G407400,109: TraesCS3B02G407400.193: TraesCS3B02G407400.1,T2down
Traes_3AL_AE39295DA,TraesCS3A02G375200,109: TraesCS3A02G375200.193: TraesCS3A02G375200.1,T2down
Traes_3AL_AE39295DA,TraesCS3D02G367700,109: TraesCS3D02G367700.193: TraesCS3D02G367700.1,T2down
Traes_1DL_FF0FBE62C,TraesCS1B02G373900,109: TraesCS1B02G373900.193: TraesCS1B02G373900.1,T2down
Traes_1DL_FF0FBE62C,TraesCS1D02G361600,109: TraesCS1D02G361600.193: TraesCS1D02G361600.1,T2down
Traes_6DL_8AAC6B6FC,TraesCS6B02G371900,109: TraesCS6B02G371900.193: TraesCS6B02G371900.1,T2down
Traes_3AL_E87B341B9,TraesCS3B02G283800,109: TraesCS3B02G283800.193: TraesCS3B02G283800.1,T2down
Traes_3AL_E87B341B9,TraesCS3D02G252800,109: TraesCS3D02G252800.193: TraesCS3D02G252800.1,T2down
Traes_3AL_E87B341B9,TraesCS3A02G252300,109: TraesCS3A02G252300.193: TraesCS3A02G252300.1,T2down
Traes_2DS_DAE3C8A5B,TraesCS2D02G205700,109: TraesCS2D02G205700.193: TraesCS2D02G205700.1,T2down
Traes_2DS_DAE3C8A5B,TraesCS2A02G197700,109: TraesCS2A02G197700.193: TraesCS2A02G197700.1,T2down
Traes_2DS_DAE3C8A5B,TraesCS2B02G225100,109: TraesCS2B02G225100.193: TraesCS2B02G225100.1,T2down
Traes_5DL_DCD57A320,TraesCS5D02G436900,109: TraesCS5D02G436900.193: TraesCS5D02G436900.1,T2down
Traes_5DL_DCD57A320,TraesCS5A02G428800,109: TraesCS5A02G428800.193: TraesCS5A02G428800.1,T2down
Traes_5DL_DCD57A320,TraesCS5B02G430800,109: TraesCS5B02G430800.193: TraesCS5B02G430800.1,T2down
Traes_1DS_114C78BF4,TraesCS1B02G129600,109: TraesCS1B02G129600.193: TraesCS1B02G129600.1,T2down
Traes_1DS_114C78BF4,TraesCS1D02G111500,109: TraesCS1D02G111500.193: TraesCS1D02G111500.1,T2down
Traes_1DS_114C78BF4,TraesCS1A02G107600,109: TraesCS1A02G107600.193: TraesCS1A02G107600.1,T2down
Traes_3AS_1DD0D7B7A,TraesCS3D02G189800,109: TraesCS3D02G189800.193: TraesCS3D02G189800.1,T2down
Traes_3AS_1DD0D7B7A,TraesCS3A02G185800,109: TraesCS3A02G185800.193: TraesCS3A02G185800.1,T2down
Traes_3AS_1DD0D7B7A,TraesCS3B02G215400,109: TraesCS3B02G215400.193: TraesCS3B02G215400.1,T2down
Traes_5DL_E379791F3,TraesCS5D02G341400,109: TraesCS5D02G341400.193: TraesCS5D02G341400.1,T2down
Traes_5DL_E379791F3,TraesCS5A02G336700,109: TraesCS5A02G336700.193: TraesCS5A02G336700.1,T2down
Traes_5DL_E379791F3,TraesCS5B02G335700,109: TraesCS5B02G335700.193: TraesCS5B02G335700.1,T2down
Traes_7DS_23AF55172,TraesCS7D02G111500,109: TraesCS7D02G111500.193: TraesCS7D02G111500.1,T2down
Traes_2AS_4946107DB,TraesCS2A02G187700,109: TraesCS2A02G187700.193: TraesCS2A02G187700.1,T2down
Traes_2AS_4946107DB,TraesCS2D02G200100,109: TraesCS2D02G200100.193: TraesCS2D02G200100.1,T2down
Traes_6AL_CFE60316E,TraesCS6A02G300400,109: TraesCS6A02G300400.193: TraesCS6A02G300400.1,T2down
Traes_6AL_CFE60316E,TraesCS6B02G330100,109: TraesCS6B02G330100.193: TraesCS6B02G330100.1,T2down
Traes_6AL_CFE60316E,TraesCS6D02G280300,109: TraesCS6D02G280300.193: TraesCS6D02G280300.1,T2down
Traes_2AS_97F57A014,TraesCS2B02G096000,109: TraesCS2B02G096000.193: TraesCS2B02G096000.1,T2down
Traes_2AS_97F57A014,TraesCS2A02G081400,109: TraesCS2A02G081400.193: TraesCS2A02G081400.1,T2down
Traes_2AS_97F57A014,TraesCS2D02G079200,109: TraesCS2D02G079200.193: TraesCS2D02G079200.1,T2down
Traes_3DS_1935DEE57,TraesCS3D02G090400,109: TraesCS3D02G090400.193: TraesCS3D02G090400.1,T2down
Traes_3DS_1935DEE57,TraesCS3A02G090400,109: TraesCS3A02G090400.193: TraesCS3A02G090400.1,T2down
Traes_7BS_65EBEDEFC,TraesCS7A02G248300,109: TraesCS7A02G248300.193: TraesCS7A02G248300.1,T2down
Traes_7BS_65EBEDEFC,TraesCS7D02G247100,109: TraesCS7D02G247100.193: TraesCS7D02G247100.1,T2down
Traes_7BS_65EBEDEFC,TraesCS7B02G143200,109: TraesCS7B02G143200.193: TraesCS7B02G143200.1,T2down
Traes_4AS_85EA00464,TraesCS4D02G217500,109: TraesCS4D02G217500.193: TraesCS4D02G217500.1,T2down
Traes_4AS_85EA00464,TraesCS4B02G217200,109: TraesCS4B02G217200.193: TraesCS4B02G217200.1,T2down
Traes_4AS_85EA00464,TraesCS4A02G087200,109: TraesCS4A02G087200.193: TraesCS4A02G087200.1,T2down
Traes_3DL_2B3694DC3,TraesCS3B02G389200,109: TraesCS3B02G389200.193: TraesCS3B02G389200.1,T2down
Traes_3DL_2B3694DC3,TraesCS3A02G356400,109: TraesCS3A02G356400.193: TraesCS3A02G356400.1,T2down
Traes_3DL_2B3694DC3,TraesCS3D02G350400,109: TraesCS3D02G350400.193: TraesCS3D02G350400.1,T2down
Traes_2DL_053E73CFE,TraesCS2A02G580800,109: TraesCS2A02G580800.193: TraesCS2A02G580800.1,T2down
Traes_2DL_053E73CFE,TraesCS2D02G592100,109: TraesCS2D02G592100.193: TraesCS2D02G592100.1,T2down
Traes_2DL_053E73CFE,TraesCS2B02G608300,109: TraesCS2B02G608300.193: TraesCS2B02G608300.1,T2down
Traes_1AL_65751BFFC,TraesCS1A02G136400,109: TraesCS1A02G136400.193: TraesCS1A02G136400.1,T2down
Traes_1AL_65751BFFC,TraesCS1D02G134000,109: TraesCS1D02G134000.193: TraesCS1D02G134000.1,T2down
Traes_1AL_65751BFFC,TraesCS1B02G152800,109: TraesCS1B02G152800.193: TraesCS1B02G152800.1,T2down
Traes_5AS_C2329FC49,TraesCS5B02G114100,109: TraesCS5B02G114100.193: TraesCS5B02G114100.1,T2down
Traes_5AS_C2329FC49,TraesCS5D02G121200,109: TraesCS5D02G121200.193: TraesCS5D02G121200.1,T2down
Traes_5AS_C2329FC49,TraesCS5A02G108700,109: TraesCS5A02G108700.193: TraesCS5A02G108700.1,T2down
Traes_7DL_BBC1A1CC2,TraesCS7A02G299700,109: TraesCS7A02G299700.193: TraesCS7A02G299700.1,T2down
Traes_7DL_BBC1A1CC2,TraesCS7D02G295000,109: TraesCS7D02G295000.193: TraesCS7D02G295000.1,T2down
Traes_7DL_BBC1A1CC2,TraesCS7B02G187500,109: TraesCS7B02G187500.193: TraesCS7B02G187500.1,T2down
Traes_3DL_C389707AF,TraesCS3D02G399100,109: TraesCS3D02G399100.193: TraesCS3D02G399100.1,T2down
Traes_3DL_C389707AF,TraesCS3B02G437400,109: TraesCS3B02G437400.193: TraesCS3B02G437400.1,T2down
Traes_3DL_C389707AF,TraesCS3A02G403900,109: TraesCS3A02G403900.193: TraesCS3A02G403900.1,T2down
Traes_6AS_90A5682D3,TraesCS6B02G183300,109: TraesCS6B02G183300.193: TraesCS6B02G183300.1,T2down
Traes_6AS_90A5682D3,TraesCS6A02G155200,109: TraesCS6A02G155200.193: TraesCS6A02G155200.1,T2down
Traes_6AS_90A5682D3,TraesCS6D02G145100,109: TraesCS6D02G145100.193: TraesCS6D02G145100.1,T2down
Traes_6BL_9E82CDBD1,TraesCS6A02G315300,109: TraesCS6A02G315300.193: TraesCS6A02G315300.1,T2down
Traes_6BL_9E82CDBD1,TraesCS6D02G294600,109: TraesCS6D02G294600.193: TraesCS6D02G294600.1,T2down
Traes_6BL_9E82CDBD1,TraesCS6B02G345800,109: TraesCS6B02G345800.193: TraesCS6B02G345800.1,T2down
Traes_4DL_958E677DF,TraesCS4B02G214000,109: TraesCS4B02G214000.193: TraesCS4B02G214000.1,T2down
Traes_4DL_958E677DF,TraesCS4A02G090600,109: TraesCS4A02G090600.193: TraesCS4A02G090600.1,T2down
Traes_4DL_958E677DF,TraesCS4D02G214700,109: TraesCS4D02G214700.193: TraesCS4D02G214700.1,T2down
Traes_6DL_D7A4A51CE,TraesCS6A02G374200,109: TraesCS6A02G374200.193: TraesCS6A02G374200.1,T2down
Traes_6DL_D7A4A51CE,TraesCS6D02G359000,109: TraesCS6D02G359000.193: TraesCS6D02G359000.1,T2down
Traes_6DL_D7A4A51CE,TraesCS6B02G412000,109: TraesCS6B02G412000.193: TraesCS6B02G412000.1,T2down
Traes_2BS_477267B15,TraesCS2D02G240900,109: TraesCS2D02G240900.193: TraesCS2D02G240900.1,T2down
Traes_2BS_477267B15,TraesCS2A02G236200,109: TraesCS2A02G236200.193: TraesCS2A02G236200.1,T2down
Traes_2BS_477267B15,TraesCS2B02G259600,109: TraesCS2B02G259600.193: TraesCS2B02G259600.1,T2down
Traes_7DS_86644E603,TraesCS7A02G167500,109: TraesCS7A02G167500.193: TraesCS7A02G167500.1,T2down
Traes_7DS_86644E603,TraesCS7B02G072300,109: TraesCS7B02G072300.193: TraesCS7B02G072300.1,T2down
Traes_7DS_86644E603,TraesCS7D02G168300,109: TraesCS7D02G168300.193: TraesCS7D02G168300.1,T2down
Traes_5BL_E773051C8,TraesCS5B02G377600,109: TraesCS5B02G377600.193: TraesCS5B02G377600.1,T2down
