Gene stable ID,GO term name,GO term definition,GO term accession,GO term evidence code,GO domain
TraesCS3D02G277900,proteolysis,The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.,GO:0006508,IEA,biological_process
TraesCS3D02G278700,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS3D02G278700,zinc ion binding,Binding to a zinc ion (Zn).,GO:0008270,IEA,molecular_function
TraesCS3D02G278700,RNA modification,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.,GO:0009451,IEA,biological_process
TraesCS3D02G278700,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS3D02G278800,catalytic activity,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0003824,IEA,molecular_function
TraesCS3D02G278800,protein prenyltransferase activity,Catalysis of the covalent addition of an isoprenoid group such as a farnesyl or geranylgeranyl group via thioether linkages to a cysteine residue in a protein.,GO:0008318,IEA,molecular_function
TraesCS3D02G278800,protein farnesylation,The covalent attachment of a farnesyl group to a protein.,GO:0018343,IEA,biological_process
TraesCS3D02G278800,protein farnesyltransferase complex,A protein complex that possesses protein farnesyltransferase activity.,GO:0005965,IEA,cellular_component
TraesCS3D02G278800,zinc ion binding,Binding to a zinc ion (Zn).,GO:0008270,IEA,molecular_function
TraesCS3D02G278800,metal ion binding,Binding to a metal ion.,GO:0046872,IEA,molecular_function
TraesCS3D02G278800,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",GO:0016740,IEA,molecular_function
TraesCS3D02G278800,prenyltransferase activity,Catalysis of the transfer of a prenyl group from one compound (donor) to another (acceptor).,GO:0004659,IEA,molecular_function
TraesCS3D02G278800,protein farnesyltransferase activity,Catalysis of the reaction: farnesyl diphosphate + protein-cysteine = S-farnesyl protein + diphosphate.,GO:0004660,IEA,molecular_function
TraesCS3D02G280600,DNA-binding transcription factor activity,"A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",GO:0003700,IEA,molecular_function
TraesCS3D02G280600,sequence-specific DNA binding,"Binding to DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",GO:0043565,IEA,molecular_function
TraesCS3D02G280600,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",GO:0005634,IEA,cellular_component
TraesCS3D02G280600,"regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",GO:0006355,IEA,biological_process
TraesCS3D02G280600,response to abscisic acid,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abscisic acid stimulus.",GO:0009737,IEA,biological_process
TraesCS3D02G280600,response to osmotic stress,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of solutes outside the organism or cell.",GO:0006970,IEA,biological_process
TraesCS3D02G280700,meristem development,"The process whose specific outcome is the progression of the meristem over time, from its formation to the mature structure.",GO:0048507,IEA,biological_process
TraesCS3D02G280700,meristem maintenance,"Any process involved in maintaining the identity, size and shape of a meristem.",GO:0010073,IEA,biological_process
TraesCS3D02G298700,,,,,
TraesCS3D02G298800,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS3D02G298800,serine-type endopeptidase activity,"Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine).",GO:0004252,IEA,molecular_function
TraesCS3D02G299300,,,,,
TraesCS3D02G299400,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS3D02G300400,,,,,
TraesCS3D02G300500,rRNA processing,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,GO:0006364,IEA,biological_process
TraesCS3D02G300500,nucleobase-containing compound metabolic process,"Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids.",GO:0006139,IEA,biological_process
TraesCS3D02G304100,calcium ion binding,Binding to a calcium ion (Ca2+).,GO:0005509,IEA,molecular_function
TraesCS3D02G304200,calcium ion binding,Binding to a calcium ion (Ca2+).,GO:0005509,IEA,molecular_function
TraesCS3D02G306200,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IEA,molecular_function
TraesCS3D02G306200,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS3D02G306200,transmembrane transport,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",GO:0055085,IEA,biological_process
TraesCS3D02G306200,ATP hydrolysis activity,"Catalysis of the reaction: ATP + H2O = ADP + H+ Pi. ATP hydrolysis is used in some reactions as an energy source, for example to catalyze a reaction or drive transport against a concentration gradient.",GO:0016887,IEA,molecular_function
TraesCS3D02G306200,chloroplast envelope,The double lipid bilayer enclosing the chloroplast and separating its contents from the rest of the cytoplasm; includes the intermembrane space.,GO:0009941,IEA,cellular_component
TraesCS3D02G306300,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS3D02G306300,copper ion transmembrane transporter activity,Enables the transfer of copper (Cu) ions from one side of a membrane to the other.,GO:0005375,IEA,molecular_function
TraesCS3D02G306300,copper ion transmembrane transport,The directed movement of copper cation across a membrane.,GO:0035434,IEA,biological_process
TraesCS3D02G307200,,,,,
TraesCS3D02G307300,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS3D02G307400,,,,,
TraesCS3D02G307500,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS3D02G307500,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS3D02G322200,,,,,
TraesCS3D02G322200,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS3D02G322300,defense response,"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.",GO:0006952,IEA,biological_process
TraesCS3D02G322300,ADP binding,"Binding to ADP, adenosine 5'-diphosphate.",GO:0043531,IEA,molecular_function
TraesCS3D02G325900,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS3D02G326100,calcium ion binding,Binding to a calcium ion (Ca2+).,GO:0005509,IEA,molecular_function
TraesCS3D02G326100,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS3D02G326100,photosystem II,"A photosystem that contains a pheophytin-quinone reaction center with associated accessory pigments and electron carriers. In cyanobacteria and chloroplasts, in the presence of light, PSII functions as a water-plastoquinone oxidoreductase, transferring electrons from water to plastoquinone, whereas other photosynthetic bacteria carry out anoxygenic photosynthesis and oxidize other compounds to re-reduce the photoreaction center.",GO:0009523,IEA,cellular_component
TraesCS3D02G326100,photosystem II oxygen evolving complex,"A complex, composed of a cluster of manganese, calcium and chloride ions bound to extrinsic proteins, that catalyzes the splitting of water to O2 and 4 H+. In cyanobacteria there are five extrinsic proteins in OEC (PsbO, PsbP-like, PsbQ-like, PsbU and PsbV), while in plants there are only three (PsbO, PsbP and PsbQ).",GO:0009654,IEA,cellular_component
TraesCS3D02G326100,extrinsic component of membrane,"The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region.",GO:0019898,IEA,cellular_component
TraesCS3D02G326100,thylakoid lumen,The volume enclosed by a thylakoid membrane.,GO:0031977,IEA,cellular_component
TraesCS3D02G326100,chloroplast stroma,"The space enclosed by the double membrane of a chloroplast but excluding the thylakoid space. It contains DNA, ribosomes and some temporary products of photosynthesis.",GO:0009570,IEA,cellular_component
TraesCS3D02G326100,chloroplast thylakoid,Sac-like membranous structures (cisternae) in a chloroplast combined into stacks (grana) and present singly in the stroma (stroma thylakoids or frets) as interconnections between grana. An example of this component is found in Arabidopsis thaliana.,GO:0009534,IEA,cellular_component
TraesCS3D02G328100,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS3D02G328100,RNA processing,Any process involved in the conversion of one or more primary RNA transcripts into one or more mature RNA molecules.,GO:0006396,IEA,biological_process
TraesCS3D02G328100,rRNA processing,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,GO:0006364,IEA,biological_process
TraesCS3D02G328100,ribonuclease III activity,"Catalysis of the endonucleolytic cleavage of RNA with 5'-phosphomonoesters and 3'-OH termini; makes two staggered cuts in both strands of dsRNA, leaving a 3' overhang of 2 nt.",GO:0004525,IEA,molecular_function
TraesCS3D02G328200,trans-Golgi network,"The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination.",GO:0005802,IEA,cellular_component
TraesCS3D02G328200,endosome,A vacuole to which materials ingested by endocytosis are delivered.,GO:0005768,IEA,cellular_component
TraesCS3D02G328200,,,,,
TraesCS3D02G343800,iron-sulfur cluster assembly,The incorporation of iron and exogenous sulfur into a metallo-sulfur cluster.,GO:0016226,IEA,biological_process
TraesCS3D02G343900,oxidoreductase activity,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",GO:0016491,IEA,molecular_function
TraesCS3D02G343900,NADH dehydrogenase activity,Catalysis of the reaction: NADH + H+ + acceptor = NAD+ + reduced acceptor.,GO:0003954,IEA,molecular_function
TraesCS3D02G343900,NADH oxidation,"A metabolic process that results in the oxidation of reduced nicotinamide adenine dinucleotide, NADH, to the oxidized form, NAD.",GO:0006116,IEA,biological_process
TraesCS3D02G374000,microtubule minus-end binding,Binding to the minus end of a microtubule.,GO:0051011,IEA,molecular_function
TraesCS3D02G374000,spindle microtubule,Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole.,GO:0005876,IEA,cellular_component
TraesCS3D02G374000,phragmoplast,"Fibrous structure (light microscope view) that arises between the daughter nuclei at telophase and within which the initial partition (cell plate), dividing the mother cell in two (cytokinesis), is formed. Appears at first as a spindle connected to the two nuclei, but later spreads laterally in the form of a ring. Consists of microtubules.",GO:0009524,IEA,cellular_component
TraesCS3D02G374100,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS3D02G385200,,,,,
TraesCS3D02G385200,metal ion binding,Binding to a metal ion.,GO:0046872,IEA,molecular_function
TraesCS3D02G385300,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IEA,molecular_function
TraesCS3D02G385300,protein kinase activity,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.",GO:0004672,IEA,molecular_function
TraesCS3D02G385300,protein phosphorylation,The process of introducing a phosphate group on to a protein.,GO:0006468,IEA,biological_process
TraesCS3D02G385300,kinase activity,"Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.",GO:0016301,IEA,molecular_function
TraesCS3D02G385300,phosphorylation,"The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide.",GO:0016310,IEA,biological_process
TraesCS3D02G386700,,,,,
TraesCS3D02G386800,,,,,
TraesCS3D02G400900,metal ion binding,Binding to a metal ion.,GO:0046872,IEA,molecular_function
TraesCS3D02G401000,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS3D02G414900,cytoplasm,"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",GO:0005737,IEA,cellular_component
TraesCS3D02G414900,Rho GDP-dissociation inhibitor activity,"Prevents the dissociation of GDP from the small GTPase Rho, thereby preventing GTP from binding.",GO:0005094,IEA,molecular_function
TraesCS3D02G415000,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS3D02G425000,,,,,
TraesCS3D02G425100,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS3D02G425100,mitochondrial outer membrane translocase complex,A large complex of the mitochondrial outer membrane that mediates transport of proteins into all mitochondrial compartments.,GO:0005742,IEA,cellular_component
TraesCS3D02G425100,protein insertion into mitochondrial outer membrane,"The process comprising the insertion of proteins from outside the organelle into the mitochondrial outer membrane, mediated by large outer membrane translocase complexes.",GO:0045040,IEA,biological_process
TraesCS3D02G425100,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS3D02G436900,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IEA,molecular_function
TraesCS3D02G436900,protein kinase activity,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.",GO:0004672,IEA,molecular_function
TraesCS3D02G436900,protein phosphorylation,The process of introducing a phosphate group on to a protein.,GO:0006468,IEA,biological_process
TraesCS3D02G436900,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS3D02G436900,nucleotide binding,"Binding to a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",GO:0000166,IEA,molecular_function
TraesCS3D02G436900,kinase activity,"Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.",GO:0016301,IEA,molecular_function
TraesCS3D02G436900,phosphorylation,"The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide.",GO:0016310,IEA,biological_process
TraesCS3D02G436900,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",GO:0016740,IEA,molecular_function
TraesCS3D02G437000,carbohydrate binding,"Binding to a carbohydrate, which includes monosaccharides, oligosaccharides and polysaccharides as well as substances derived from monosaccharides by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom. Cyclitols are generally not regarded as carbohydrates.",GO:0030246,IEA,molecular_function
TraesCS3D02G447100,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS3D02G447100,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS3D02G447200,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS3D02G447200,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS3D02G447200,photosystem II,"A photosystem that contains a pheophytin-quinone reaction center with associated accessory pigments and electron carriers. In cyanobacteria and chloroplasts, in the presence of light, PSII functions as a water-plastoquinone oxidoreductase, transferring electrons from water to plastoquinone, whereas other photosynthetic bacteria carry out anoxygenic photosynthesis and oxidize other compounds to re-reduce the photoreaction center.",GO:0009523,IEA,cellular_component
TraesCS3D02G447200,protein stabilization,Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation.,GO:0050821,IEA,biological_process
TraesCS3D02G447200,phosphate ion binding,Binding to a phosphate ion.,GO:0042301,IEA,molecular_function
TraesCS3D02G448300,,,,,
TraesCS3D02G448400,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS3D02G469600,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS3D02G469800,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS3D02G469800,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS3D02G469800,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS3D02G469800,small ribosomal subunit,The smaller of the two subunits of a ribosome.,GO:0015935,IEA,cellular_component
TraesCS3D02G469800,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS3D02G469800,ribonucleoprotein complex,A macromolecular complex that contains both RNA and protein molecules.,GO:1990904,IEA,cellular_component
TraesCS3D02G469800,plastid,"Any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA. Plant plastids develop from a common type, the proplastid.",GO:0009536,IEA,cellular_component
TraesCS3D02G469800,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS3D02G469800,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS3D02G469800,photosystem II reaction center,"An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone.",GO:0009539,IEA,cellular_component
TraesCS3D02G469800,photosystem II,"A photosystem that contains a pheophytin-quinone reaction center with associated accessory pigments and electron carriers. In cyanobacteria and chloroplasts, in the presence of light, PSII functions as a water-plastoquinone oxidoreductase, transferring electrons from water to plastoquinone, whereas other photosynthetic bacteria carry out anoxygenic photosynthesis and oxidize other compounds to re-reduce the photoreaction center.",GO:0009523,IEA,cellular_component
TraesCS3D02G495900,GTP binding,"Binding to GTP, guanosine triphosphate.",GO:0005525,IEA,molecular_function
TraesCS3D02G495900,GTPase activity,Catalysis of the reaction: GTP + H2O = GDP + phosphate.,GO:0003924,IEA,molecular_function
TraesCS3D02G496000,,,,,
TraesCS3D02G499300,,,,,
TraesCS3D02G499500,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",GO:0016740,IEA,molecular_function
TraesCS3D02G499500,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS3D02G499500,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS3D02G499500,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS3D02G499500,large ribosomal subunit,"The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site).",GO:0015934,IEA,cellular_component
TraesCS3D02G499500,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS3D02G509400,,,,,
TraesCS3D02G509500,,,,,
TraesCS3D02G524200,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS3D02G524200,chloroplast thylakoid membrane,The pigmented membrane of a chloroplast thylakoid. An example of this component is found in Arabidopsis thaliana.,GO:0009535,IEA,cellular_component
TraesCS3D02G524200,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS3D02G524200,cytochrome b6f complex assembly,"Formation of cytochrome b6f complex, a complex that transfers electrons from reduced plastoquinone to oxidized plastocyanin and translocates protons from the stroma to the lumen, by the aggregation, arrangement and bonding together of its constituents.",GO:0010190,IEA,biological_process
TraesCS3D02G524300,metal ion binding,Binding to a metal ion.,GO:0046872,IEA,molecular_function
TraesCS3D02G524300,protein processing involved in protein targeting to mitochondrion,"The cleavage of peptide bonds in proteins, usually near the N terminus, contributing to the process of import into the mitochondrion. Several different peptidases mediate cleavage of proteins destined for different mitochondrial compartments.",GO:0006627,IEA,biological_process
TraesCS3D02G524400,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS3D02G524500,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS3D02G524500,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS3D02G524500,endosome,A vacuole to which materials ingested by endocytosis are delivered.,GO:0005768,IBA,cellular_component
TraesCS3D02G524500,late endosome to vacuole transport via multivesicular body sorting pathway,"The directed movement of substances from endosomes to vacuoles by a pathway in which molecules are sorted into multivesicular bodies, which then fuse with the vacuole.",GO:0032511,IBA,biological_process
TraesCS4A02G010700,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS4A02G010800,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS4A02G010800,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IEA,molecular_function
TraesCS4A02G010800,ATP hydrolysis activity,"Catalysis of the reaction: ATP + H2O = ADP + H+ Pi. ATP hydrolysis is used in some reactions as an energy source, for example to catalyze a reaction or drive transport against a concentration gradient.",GO:0016887,IEA,molecular_function
TraesCS4A02G010800,nucleotide binding,"Binding to a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",GO:0000166,IEA,molecular_function
TraesCS4A02G010800,ATPase-coupled cation transmembrane transporter activity,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + cation(out) = ADP + phosphate + cation(in).,GO:0019829,IEA,molecular_function
TraesCS4A02G010800,transporter activity,"Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells.",GO:0005215,IEA,molecular_function
TraesCS4A02G010800,cation transport,"The directed movement of cations, atoms or small molecules with a net positive charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",GO:0006812,IEA,biological_process
TraesCS4A02G010800,metal ion binding,Binding to a metal ion.,GO:0046872,IEA,molecular_function
TraesCS4A02G034500,FAD binding,"Binding to the oxidized form, FAD, of flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes.",GO:0071949,IEA,molecular_function
TraesCS4A02G034600,,,,,
TraesCS4A02G040800,nucleic acid binding,Binding to a nucleic acid.,GO:0003676,IEA,molecular_function
TraesCS4A02G040800,methyltransferase activity,Catalysis of the transfer of a methyl group to an acceptor molecule.,GO:0008168,IEA,molecular_function
TraesCS4A02G040800,methylation,The process in which a methyl group is covalently attached to a molecule.,GO:0032259,IEA,biological_process
TraesCS4A02G040900,,,,,
TraesCS4A02G043600,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IEA,molecular_function
TraesCS4A02G043600,N-acetyltransferase activity,Catalysis of the transfer of an acetyl group to a nitrogen atom on the acceptor molecule.,GO:0008080,IEA,molecular_function
TraesCS4A02G043600,acetyltransferase activity,Catalysis of the transfer of an acetyl group to an acceptor molecule.,GO:0016407,IEA,molecular_function
TraesCS4A02G043600,rRNA metabolic process,"The chemical reactions and pathways involving rRNA, ribosomal RNA, a structural constituent of ribosomes.",GO:0016072,IEA,biological_process
TraesCS4A02G043600,ncRNA processing,Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules.,GO:0034470,IEA,biological_process
TraesCS4A02G043700,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",GO:0016740,IEA,molecular_function
