Gene stable ID,GO term name,GO term definition,GO term accession,GO term evidence code,GO domain
TraesCS4D02G043100,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS4D02G043100,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS4D02G043100,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS4D02G044100,,,,,
TraesCS4D02G044200,,,,,
TraesCS4D02G060400,serine-type carboxypeptidase activity,Catalysis of the hydrolysis of a single C-terminal amino acid residue from the C-terminus of a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine).,GO:0004185,IEA,molecular_function
TraesCS4D02G060400,proteolysis,The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.,GO:0006508,IEA,biological_process
TraesCS4D02G060500,serine-type carboxypeptidase activity,Catalysis of the hydrolysis of a single C-terminal amino acid residue from the C-terminus of a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine).,GO:0004185,IEA,molecular_function
TraesCS4D02G060500,proteolysis,The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.,GO:0006508,IEA,biological_process
TraesCS4D02G070900,,,,,
TraesCS4D02G071000,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS4D02G083300,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS4D02G083400,,,,,
TraesCS4D02G111300,shoot system development,"The process whose specific outcome is the progression of the shoot system over time, from its formation to the mature structure.",GO:0048367,IEA,biological_process
TraesCS4D02G111300,root development,"The process whose specific outcome is the progression of the root over time, from its formation to the mature structure. The root is the water- and mineral-absorbing part of a plant which is usually underground, does not bear leaves, tends to grow downwards and is typically derived from the radicle of the embryo.",GO:0048364,IEA,biological_process
TraesCS4D02G111400,shoot system development,"The process whose specific outcome is the progression of the shoot system over time, from its formation to the mature structure.",GO:0048367,IEA,biological_process
TraesCS4D02G111400,root development,"The process whose specific outcome is the progression of the root over time, from its formation to the mature structure. The root is the water- and mineral-absorbing part of a plant which is usually underground, does not bear leaves, tends to grow downwards and is typically derived from the radicle of the embryo.",GO:0048364,IEA,biological_process
TraesCS4D02G129500,,,,,
TraesCS4D02G129600,,,,,
TraesCS4D02G139100,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS4D02G139100,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS4D02G139100,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS4D02G139100,small ribosomal subunit,The smaller of the two subunits of a ribosome.,GO:0015935,IEA,cellular_component
TraesCS4D02G139200,NADH dehydrogenase (ubiquinone) activity,Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out).,GO:0008137,IEA,molecular_function
TraesCS4D02G146300,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS4D02G146300,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS4D02G146300,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS4D02G146300,small ribosomal subunit,The smaller of the two subunits of a ribosome.,GO:0015935,IEA,cellular_component
TraesCS4D02G146400,NADH dehydrogenase (ubiquinone) activity,Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out).,GO:0008137,IEA,molecular_function
TraesCS4D02G155100,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS4D02G155100,photosystem II reaction center,"An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone.",GO:0009539,IEA,cellular_component
TraesCS4D02G155100,photosystem II,"A photosystem that contains a pheophytin-quinone reaction center with associated accessory pigments and electron carriers. In cyanobacteria and chloroplasts, in the presence of light, PSII functions as a water-plastoquinone oxidoreductase, transferring electrons from water to plastoquinone, whereas other photosynthetic bacteria carry out anoxygenic photosynthesis and oxidize other compounds to re-reduce the photoreaction center.",GO:0009523,IEA,cellular_component
TraesCS4D02G155100,photosystem II stabilization,"The stabilization of the photosystem II protein complex, resulting from the phosphorylation of its structural protein subunits, in a cell actively involved in photosynthesis.",GO:0042549,IEA,biological_process
TraesCS4D02G155200,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS4D02G155200,chlorophyll binding,Binding to a chlorophyll; a compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment.,GO:0016168,IEA,molecular_function
TraesCS4D02G155200,photosynthetic electron transport chain,"A process, occurring as part of photosynthesis, in which light provides the energy for a series of electron carriers to operate together to transfer electrons and generate a transmembrane electrochemical gradient.",GO:0009767,IEA,biological_process
TraesCS4D02G155200,"photosynthesis, light reaction","The light reactions of photosynthesis, which take place in photosystems II and I. Light energy is harvested and used to power the transfer of electrons among a series of electron donors and acceptors. The final electron acceptor is NADP+, which is reduced to NADPH. NADPH generated from light reactions is used in sugar synthesis in dark reactions. Light reactions also generate a proton motive force across the thylakoid membrane, and the proton gradient is used to synthesize ATP. There are two chemical reactions involved in the light reactions: water oxidation in photosystem II, and NADP reduction in photosystem I.",GO:0019684,IEA,biological_process
TraesCS4D02G155200,photosystem,A complex located in a photosynthetic membrane that consists of a photoreaction center associated with accessory pigments and electron carriers. Examples of this component are found in Arabidopsis thaliana and in photosynthetic bacterial and archaeal species.,GO:0009521,IEA,cellular_component
TraesCS4D02G155300,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS4D02G155300,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS4D02G155300,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS4D02G155300,small ribosomal subunit,The smaller of the two subunits of a ribosome.,GO:0015935,IEA,cellular_component
TraesCS4D02G155400,NADH dehydrogenase (ubiquinone) activity,Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out).,GO:0008137,IEA,molecular_function
TraesCS4D02G155400,ATP synthesis coupled electron transport,"The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP.",GO:0042773,IEA,biological_process
TraesCS4D02G205200,nucleic acid binding,Binding to a nucleic acid.,GO:0003676,IEA,molecular_function
TraesCS4D02G205200,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS4D02G205300,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,GO:0003677,IEA,molecular_function
TraesCS4D02G205300,nucleosome,"A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.",GO:0000786,IEA,cellular_component
TraesCS4D02G205300,protein heterodimerization activity,Binding to a nonidentical protein to form a heterodimer.,GO:0046982,IEA,molecular_function
TraesCS4D02G205300,structural constituent of chromatin,The action of a molecule that contributes to the structural integrity of chromatin.,GO:0030527,IEA,molecular_function
TraesCS4D02G283100,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS4D02G283105,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS4D02G292100,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS4D02G292200,,,,,
TraesCS4D02G320700,NADH dehydrogenase (ubiquinone) activity,Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out).,GO:0008137,IEA,molecular_function
TraesCS4D02G320800,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS4D02G320800,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS4D02G320800,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS4D02G320800,small ribosomal subunit,The smaller of the two subunits of a ribosome.,GO:0015935,IEA,cellular_component
TraesCS4D02G330000,,,,,
TraesCS4D02G330100,mitochondrial respiratory chain complex III assembly,"The aggregation, arrangement and bonding together of a set of components to form the cytochrome bc(1) complex (also known as ubiquinol-cytochrome c reductase), in the mitochondrial inner membrane.",GO:0034551,IEA,biological_process
TraesCS5A02G020200,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5A02G020200,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5A02G020200,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5A02G020200,small ribosomal subunit,The smaller of the two subunits of a ribosome.,GO:0015935,IEA,cellular_component
TraesCS5A02G020300,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS5A02G020300,respirasome,"The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient.",GO:0070469,IEA,cellular_component
TraesCS5A02G020300,NADH dehydrogenase (ubiquinone) activity,Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out).,GO:0008137,IEA,molecular_function
TraesCS5A02G020300,mitochondrial membrane,Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope.,GO:0031966,IEA,cellular_component
TraesCS5A02G020300,mitochondrion,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.",GO:0005739,IEA,cellular_component
TraesCS5A02G020300,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS5A02G020300,electron transport chain,A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors.,GO:0022900,IEA,biological_process
TraesCS5A02G020300,NADH dehydrogenase (ubiquinone) activity,Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out).,GO:0008137,IBA,molecular_function
TraesCS5A02G062100,,,,,
TraesCS5A02G062200,,,,,
TraesCS5A02G116900,,,,,
TraesCS5A02G117100,,,,,
TraesCS5A02G164800,,,,,
TraesCS5A02G164900,phosphatase activity,"Catalysis of the hydrolysis of phosphoric monoesters, releasing inorganic phosphate.",GO:0016791,IEA,molecular_function
TraesCS5A02G164900,,,,,
TraesCS5A02G165000,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS5A02G165100,,,,,
TraesCS5A02G208600,,,,,
TraesCS5A02G208700,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS5A02G314100,cysteine-type peptidase activity,Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile.,GO:0008234,IEA,molecular_function
TraesCS5A02G314100,proteolysis,The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.,GO:0006508,IEA,biological_process
TraesCS5A02G314200,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS5A02G314200,hydrolase activity,"Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc.",GO:0016787,IEA,molecular_function
TraesCS5A02G314200,proteolysis,The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.,GO:0006508,IEA,biological_process
TraesCS5A02G314200,cysteine-type peptidase activity,Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile.,GO:0008234,IEA,molecular_function
TraesCS5A02G314200,,,,,
TraesCS5A02G343300,,,,,
TraesCS5A02G343400,response to auxin,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an auxin stimulus.",GO:0009733,IEA,biological_process
TraesCS5A02G351100,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IEA,molecular_function
TraesCS5A02G351100,protein kinase activity,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.",GO:0004672,IEA,molecular_function
TraesCS5A02G351100,recognition of pollen,A cell recognition process in which pollen is recognized and either accepted or rejected by cells in the stigma.,GO:0048544,IEA,biological_process
TraesCS5A02G351100,protein phosphorylation,The process of introducing a phosphate group on to a protein.,GO:0006468,IEA,biological_process
TraesCS5A02G351200,,,,,
TraesCS5A02G361600,,,,,
TraesCS5A02G361700,heme binding,"Binding to a heme, a compound composed of iron complexed in a porphyrin (tetrapyrrole) ring.",GO:0020037,IEA,molecular_function
TraesCS5A02G361700,monooxygenase activity,Catalysis of the incorporation of one atom from molecular oxygen into a compound and the reduction of the other atom of oxygen to water.,GO:0004497,IEA,molecular_function
TraesCS5A02G361700,iron ion binding,Binding to an iron (Fe) ion.,GO:0005506,IEA,molecular_function
TraesCS5A02G361700,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor.",GO:0016705,IEA,molecular_function
TraesCS5A02G420700,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS5A02G420700,chloroplast thylakoid membrane,The pigmented membrane of a chloroplast thylakoid. An example of this component is found in Arabidopsis thaliana.,GO:0009535,IEA,cellular_component
TraesCS5A02G420700,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS5A02G420700,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS5A02G420700,photosystem II reaction center,"An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone.",GO:0009539,IEA,cellular_component
TraesCS5A02G420700,photosystem II,"A photosystem that contains a pheophytin-quinone reaction center with associated accessory pigments and electron carriers. In cyanobacteria and chloroplasts, in the presence of light, PSII functions as a water-plastoquinone oxidoreductase, transferring electrons from water to plastoquinone, whereas other photosynthetic bacteria carry out anoxygenic photosynthesis and oxidize other compounds to re-reduce the photoreaction center.",GO:0009523,IEA,cellular_component
TraesCS5A02G420700,cytoplasm,"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",GO:0005737,IEA,cellular_component
TraesCS5A02G420700,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS5A02G420700,thylakoid,"A membranous cellular structure that bears the photosynthetic pigments in plants, algae, and cyanobacteria. In cyanobacteria thylakoids are of various shapes and are attached to, or continuous with, the plasma membrane. In eukaryotes they are flattened, membrane-bounded disk-like structures located in the chloroplasts; in the chloroplasts of higher plants the thylakoids form dense stacks called grana. Isolated thylakoid preparations can carry out photosynthetic electron transport and the associated phosphorylation.",GO:0009579,IEA,cellular_component
TraesCS5A02G420700,plastid,"Any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA. Plant plastids develop from a common type, the proplastid.",GO:0009536,IEA,cellular_component
TraesCS5A02G420700,intracellular organelle,"Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane.",GO:0043229,IEA,cellular_component
TraesCS5A02G420800,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS5A02G420800,photosystem II reaction center,"An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone.",GO:0009539,IEA,cellular_component
TraesCS5A02G420800,photosystem II,"A photosystem that contains a pheophytin-quinone reaction center with associated accessory pigments and electron carriers. In cyanobacteria and chloroplasts, in the presence of light, PSII functions as a water-plastoquinone oxidoreductase, transferring electrons from water to plastoquinone, whereas other photosynthetic bacteria carry out anoxygenic photosynthesis and oxidize other compounds to re-reduce the photoreaction center.",GO:0009523,IEA,cellular_component
TraesCS5A02G421000,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS5A02G421000,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5A02G421000,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5A02G421000,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5A02G421000,small ribosomal subunit,The smaller of the two subunits of a ribosome.,GO:0015935,IEA,cellular_component
TraesCS5A02G421100,,,,,
TraesCS5A02G433700,"acyltransferase activity, transferring groups other than amino-acyl groups","Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor).",GO:0016747,IEA,molecular_function
TraesCS5A02G433700,acetyltransferase activity,Catalysis of the transfer of an acetyl group to an acceptor molecule.,GO:0016407,IEA,molecular_function
TraesCS5A02G433800,,,,,
TraesCS5A02G436400,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5A02G436400,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5A02G436400,large ribosomal subunit,"The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site).",GO:0015934,IEA,cellular_component
TraesCS5A02G436400,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5A02G436500,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS5A02G436500,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5A02G436500,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5A02G436500,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5A02G437000,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS5A02G437000,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS5A02G437000,photosystem II reaction center,"An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone.",GO:0009539,IEA,cellular_component
