Requested ID,Matched ID(s),Releases,,,,,,,
Traes_4BL_FFCC0CF00,TraesCS4A02G123900,108: TraesCS4A02G123900.193: TraesCS4A02G123900.1,,,,,,,
Traes_4BL_FFCC0CF00,TraesCS4B02G180500,108: TraesCS4B02G180500.193: TraesCS4B02G180500.1,,,,,,,
Traes_4BL_FFCC0CF00,TraesCS4D02G182000,108: TraesCS4D02G182000.193: TraesCS4D02G182000.1,,,,,,,
Traes_2BS_1845C324E,TraesCS2D02G161500,108: TraesCS2D02G161500.193: TraesCS2D02G161500.1,,,,,,,
Traes_2BS_1845C324E,TraesCS2B02G180900,108: TraesCS2B02G180900.193: TraesCS2B02G180900.1,,,,,,,
Traes_2BS_1845C324E,TraesCS2A02G155700,108: TraesCS2A02G155700.193: TraesCS2A02G155700.1,,,,,,,
Traes_1BL_C393ED4EC,TraesCS1B02G293500,108: TraesCS1B02G293500.193: TraesCS1B02G293500.1,,,,,,,
Traes_1BL_C393ED4EC,TraesCS1A02G284300,108: TraesCS1A02G284300.193: TraesCS1A02G284300.1,,,,,,,
Traes_1BL_C393ED4EC,TraesCS1D02G283300,108: TraesCS1D02G283300.193: TraesCS1D02G283300.1,,,,,,,
Traes_2BS_05C0FEB08,TraesCS2A02G159600,108: TraesCS2A02G159600.193: TraesCS2A02G159600.1,,,,,,,
Traes_2BS_05C0FEB08,TraesCS2B02G185200,108: TraesCS2B02G185200.193: TraesCS2B02G185200.1,,,,,,,
Traes_2BS_05C0FEB08,TraesCS2D02G166800,108: TraesCS2D02G166800.193: TraesCS2D02G166800.1,,,,,,,
Traes_2BS_DD94DCFB7,TraesCS2A02G154100,108: TraesCS2A02G154100.193: TraesCS2A02G154100.1,,,,,,,
Traes_2BS_DD94DCFB7,TraesCS2B02G179400,108: TraesCS2B02G179400.193: TraesCS2B02G179400.1,,,,,,,
Traes_2BS_DD94DCFB7,TraesCS2D02G159600,108: TraesCS2D02G159600.193: TraesCS2D02G159600.1,,,,,,,
Traes_4BL_CB4933F58,TraesCS4D02G191300,108: TraesCS4D02G191300.193: TraesCS4D02G191300.1,,,,,,,
Traes_4BL_CB4933F58,TraesCS4B02G189900,108: TraesCS4B02G189900.193: TraesCS4B02G189900.1,,,,,,,
Traes_4BL_CB4933F58,TraesCS4A02G114200,108: TraesCS4A02G114200.193: TraesCS4A02G114200.1,,,,,,,
Traes_5BL_C872F2275,TraesCS5A02G453700,108: TraesCS5A02G453700.193: TraesCS5A02G453700.1,,,,,,,
Traes_5BL_C872F2275,TraesCS5B02G462500,108: TraesCS5B02G462500.193: TraesCS5B02G462500.1,,,,,,,
Traes_5BL_C872F2275,TraesCS5D02G464200,108: TraesCS5D02G464200.193: TraesCS5D02G464200.1,,,,,,,
Traes_5BS_B590A9E51,TraesCS5B02G115100,108: TraesCS5B02G115100.193: TraesCS5B02G115100.1,,,,,,,
Traes_5BS_B590A9E51,TraesCS5A02G117500,108: TraesCS5A02G117500.193: TraesCS5A02G117500.1,,,,,,,
Traes_5BS_B590A9E51,TraesCS5D02G118200,108: TraesCS5D02G118200.193: TraesCS5D02G118200.1,,,,,,,
Traes_1BL_735ECE522,TraesCS1D02G242400,108: TraesCS1D02G242400.193: TraesCS1D02G242400.1,,,,,,,
Traes_1BL_735ECE522,TraesCS1A02G242500,108: TraesCS1A02G242500.193: TraesCS1A02G242500.1,,,,,,,
Traes_1BL_735ECE522,TraesCS1B02G253900,108: TraesCS1B02G253900.193: TraesCS1B02G253900.1,,,,,,,
Traes_2BS_4083CDF3C,TraesCS2A02G130800,108: TraesCS2A02G130800.193: TraesCS2A02G130800.1,,,,,,,
Traes_2BS_4083CDF3C,TraesCS2B02G152700,108: TraesCS2B02G152700.193: TraesCS2B02G152700.1,,,,,,,
Traes_2BS_4083CDF3C,TraesCS2D02G132600,108: TraesCS2D02G132600.193: TraesCS2D02G132600.1,,,,,,,
Traes_7BL_AFAD86FEC,TraesCS7A02G325800,108: TraesCS7A02G325800.193: TraesCS7A02G325800.1,,,,,,,
Traes_7BL_AFAD86FEC,TraesCS7B02G226400,108: TraesCS7B02G226400.193: TraesCS7B02G226400.1,,,,,,,
Traes_7BL_AFAD86FEC,TraesCS7D02G322500,108: TraesCS7D02G322500.193: TraesCS7D02G322500.1,,,,,,,
Traes_1BL_36D59E9CB,TraesCS1D02G229400,108: TraesCS1D02G229400.193: TraesCS1D02G229400.1,,,,,,,
Traes_1BL_36D59E9CB,TraesCS1B02G242000,108: TraesCS1B02G242000.193: TraesCS1B02G242000.1,,,,,,,
Traes_1BL_36D59E9CB,TraesCS1A02G227700,108: TraesCS1A02G227700.193: TraesCS1A02G227700.1,,,,,,,
Traes_6BL_340C2A897,TraesCS6B02G334700,108: TraesCS6B02G334700.193: TraesCS6B02G334700.1,,,,,,,
Traes_6BL_340C2A897,TraesCS6D02G285400,108: TraesCS6D02G285400.193: TraesCS6D02G285400.1,,,,,,,
Traes_6BL_340C2A897,TraesCS6A02G306300,108: TraesCS6A02G306300.193: TraesCS6A02G306300.1,,,,,,,
Traes_2BL_163E881AA,TraesCS2B02G607200,108: TraesCS2B02G607200.193: TraesCS2B02G607200.1,,,,,,,
Traes_2BL_163E881AA,TraesCS2A02G580000,108: TraesCS2A02G580000.193: TraesCS2A02G580000.1,,,,,,,
Traes_2BL_163E881AA,TraesCS2D02G599300,108: TraesCS2D02G599300.193: TraesCS2D02G599300.1,,,,,,,
Traes_4BS_2767E4D9C,TraesCS4D02G058100,108: TraesCS4D02G058100.193: TraesCS4D02G058100.1,,,,,,,
Traes_4BS_2767E4D9C,TraesCS4B02G058100,108: TraesCS4B02G058100.193: TraesCS4B02G058100.1,,,,,,,
Traes_4BS_2767E4D9C,TraesCS4A02G256600,108: TraesCS4A02G256600.193: TraesCS4A02G256600.1,,,,,,,
Traes_2BL_476B6147F,TraesCS2A02G254600,108: TraesCS2A02G254600.193: TraesCS2A02G254600.1,,,,,,,
Traes_2BL_476B6147F,TraesCS2B02G267500,108: TraesCS2B02G267500.193: TraesCS2B02G267500.1,,,,,,,
Traes_2BL_476B6147F,TraesCS2D02G255100,108: TraesCS2D02G255100.193: TraesCS2D02G255100.1,,,,,,,
Traes_2BS_5C472E00D,TraesCS2B02G194100,108: TraesCS2B02G194100.193: TraesCS2B02G194100.1,,,,,,,
Traes_2BS_5C472E00D,TraesCS2D02G175500,108: TraesCS2D02G175500.193: TraesCS2D02G175500.1,,,,,,,
Traes_2BS_5C472E00D,TraesCS2A02G168100,108: TraesCS2A02G168100.193: TraesCS2A02G168100.1,,,,,,,
Traes_1BL_68561A32A,TraesCS1D02G221600,108: TraesCS1D02G221600.193: TraesCS1D02G221600.1,,,,,,,
Traes_1BL_68561A32A,TraesCS1A02G220100,108: TraesCS1A02G220100.193: TraesCS1A02G220100.1,,,,,,,
Traes_1BL_68561A32A,TraesCS1B02G233400,108: TraesCS1B02G233400.193: TraesCS1B02G233400.1,,,,,,,
Traes_4BL_D98E5FD58,TraesCS4D02G173000,108: TraesCS4D02G173000.193: TraesCS4D02G173000.1,,,,,,,
Traes_4BL_D98E5FD58,TraesCS4A02G133900,108: TraesCS4A02G133900.193: TraesCS4A02G133900.1,,,,,,,
Traes_4BL_D98E5FD58,TraesCS4B02G171000,108: TraesCS4B02G171000.193: TraesCS4B02G171000.1,,,,,,,
Traes_6BS_BE99D0C9A,TraesCS6A02G153800,108: TraesCS6A02G153800.193: TraesCS6A02G153800.1,,,,,,,
Traes_6BS_BE99D0C9A,TraesCS6B02G181500,108: TraesCS6B02G181500.193: TraesCS6B02G181500.1,,,,,,,
Traes_6BS_BE99D0C9A,TraesCS6D02G143300,108: TraesCS6D02G143300.193: TraesCS6D02G143300.1,,,,,,,
Traes_5BL_4D1125464,TraesCS5D02G387100,108: TraesCS5D02G387100.193: TraesCS5D02G387100.1,,,,,,,
Traes_5BL_4D1125464,TraesCS5A02G377100,108: TraesCS5A02G377100.193: TraesCS5A02G377100.1,,,,,,,
Traes_5BL_4D1125464,TraesCS5B02G380700,108: TraesCS5B02G380700.193: TraesCS5B02G380700.1,,,,,,,
Traes_4BS_ADB6672F0,TraesCS4D02G074100,108: TraesCS4D02G074100.193: TraesCS4D02G074100.1,,,,,,,
Traes_4BS_ADB6672F0,TraesCS4A02G239600,108: TraesCS4A02G239600.193: TraesCS4A02G239600.1,,,,,,,
Traes_4BS_ADB6672F0,TraesCS4B02G075400,108: TraesCS4B02G075400.193: TraesCS4B02G075400.1,,,,,,,
Traes_1BL_26BC686B8,TraesCS1A02G384000,108: TraesCS1A02G384000.193: TraesCS1A02G384000.1,,,,,,,
Traes_1BL_26BC686B8,TraesCS1B02G410800,108: TraesCS1B02G410800.193: TraesCS1B02G410800.1,,,,,,,
Traes_1BL_26BC686B8,TraesCS1D02G392300,108: TraesCS1D02G392300.193: TraesCS1D02G392300.1,,,,,,,
Traes_6BL_75EE85AE8,TraesCS6D02G217200,108: TraesCS6D02G217200.193: TraesCS6D02G217200.1,,,,,,,
Traes_6BL_75EE85AE8,TraesCS6B02G263400,108: TraesCS6B02G263400.193: TraesCS6B02G263400.1,,,,,,,
Traes_6BL_75EE85AE8,TraesCS6A02G234700,108: TraesCS6A02G234700.193: TraesCS6A02G234700.1,,,,,,,
Traes_2BL_24D7D2D19,TraesCS2A02G343500,108: TraesCS2A02G343500.193: TraesCS2A02G343500.1,,,,,,,
Traes_2BL_24D7D2D19,TraesCS2D02G321800,108: TraesCS2D02G321800.193: TraesCS2D02G321800.1,,,,,,,
Traes_2BL_24D7D2D19,TraesCS2B02G341100,108: TraesCS2B02G341100.193: TraesCS2B02G341100.1,,,,,,,
Traes_7BL_DA88B14A8,TraesCS7A02G510900,108: TraesCS7A02G510900.193: TraesCS7A02G510900.1,,,,,,,
Traes_7BL_DA88B14A8,TraesCS7D02G500300,108: TraesCS7D02G500300.193: TraesCS7D02G500300.1,,,,,,,
Traes_7BL_DA88B14A8,TraesCS7B02G421800,108: TraesCS7B02G421800.193: TraesCS7B02G421800.1,,,,,,,
Traes_5BL_4E3C3BFF2,TraesCS5D02G389700,108: TraesCS5D02G389700.193: TraesCS5D02G389700.1,,,,,,,
Traes_5BL_4E3C3BFF2,TraesCS5A02G380100,108: TraesCS5A02G380100.193: TraesCS5A02G380100.1,,,,,,,
Traes_5BL_4E3C3BFF2,TraesCS5B02G383700,108: TraesCS5B02G383700.193: TraesCS5B02G383700.1,,,,,,,
Traes_7BL_8F45B0A79,TraesCS7A02G375600,108: TraesCS7A02G375600.193: TraesCS7A02G375600.1,,,,,,,
Traes_7BL_8F45B0A79,TraesCS7D02G372100,108: TraesCS7D02G372100.193: TraesCS7D02G372100.1,,,,,,,
Traes_7BL_8F45B0A79,TraesCS7B02G277200,108: TraesCS7B02G277200.193: TraesCS7B02G277200.1,,,,,,,
Traes_4BS_C13C8A813,TraesCS4A02G190800,108: TraesCS4A02G190800.193: TraesCS4A02G190800.1,,,,,,,
Traes_4BS_C13C8A813,TraesCS4B02G124600,108: TraesCS4B02G124600.193: TraesCS4B02G124600.1,,,,,,,
Traes_4BS_C13C8A813,TraesCS4D02G122500,108: TraesCS4D02G122500.193: TraesCS4D02G122500.1,,,,,,,
Traes_2BS_E8B001F43,TraesCS2D02G245900,108: TraesCS2D02G245900.193: TraesCS2D02G245900.1,,,,,,,
Traes_2BS_E8B001F43,TraesCS2B02G259300,108: TraesCS2B02G259300.193: TraesCS2B02G259300.1,,,,,,,
Traes_2BS_E8B001F43,TraesCS2A02G245800,108: TraesCS2A02G245800.193: TraesCS2A02G245800.1,,,,,,,
Traes_7BL_DE8A82B94,TraesCS7D02G438100,108: TraesCS7D02G438100.193: TraesCS7D02G438100.1,,,,,,,
Traes_7BL_DE8A82B94,TraesCS7B02G348600,108: TraesCS7B02G348600.193: TraesCS7B02G348600.1,,,,,,,
Traes_7BL_DE8A82B94,TraesCS7A02G448800,108: TraesCS7A02G448800.193: TraesCS7A02G448800.1,,,,,,,
Traes_6BL_0ABE8CC79,TraesCS6B02G392700,108: TraesCS6B02G392700.193: TraesCS6B02G392700.1,,,,,,,
Traes_6BL_0ABE8CC79,TraesCS6A02G359900,108: TraesCS6A02G359900.193: TraesCS6A02G359900.1,,,,,,,
Traes_6BL_0ABE8CC79,TraesCS6D02G342800,108: TraesCS6D02G342800.193: TraesCS6D02G342800.1,,,,,,,
Traes_5BS_E431D5D9D,TraesCS5D02G031300,108: TraesCS5D02G031300.193: TraesCS5D02G031300.1,,,,,,,
Traes_5BS_E431D5D9D,TraesCS5B02G022800,108: TraesCS5B02G022800.193: TraesCS5B02G022800.1,,,,,,,
Traes_5BS_E431D5D9D,TraesCS5A02G024900,108: TraesCS5A02G024900.193: TraesCS5A02G024900.1,,,,,,,
Traes_2BL_B4D70C987,TraesCS2B02G432900,108: TraesCS2B02G432900.193: TraesCS2B02G432900.1,,,,,,,
Traes_2BL_B4D70C987,TraesCS2A02G414000,108: TraesCS2A02G414000.193: TraesCS2A02G414000.1,,,,,,,
Traes_2BL_B4D70C987,TraesCS2D02G410600,108: TraesCS2D02G410600.193: TraesCS2D02G410600.1,,,,,,,
Traes_6BL_7FCAD090D,TraesCS6A02G398000,108: TraesCS6A02G398000.193: TraesCS6A02G398000.1,,,,,,,
Traes_6BL_7FCAD090D,TraesCS6D02G382300,108: TraesCS6D02G382300.193: TraesCS6D02G382300.1,,,,,,,
Traes_6BL_7FCAD090D,TraesCS6B02G437800,108: TraesCS6B02G437800.193: TraesCS6B02G437800.1,,,,,,,
Traes_4BL_96B88762B,TraesCS4B02G212500,108: TraesCS4B02G212500.193: TraesCS4B02G212500.1,,,,,,,
Traes_4BL_96B88762B,TraesCS4D02G213500,108: TraesCS4D02G213500.193: TraesCS4D02G213500.1,,,,,,,
Traes_4BL_96B88762B,TraesCS4A02G091900,108: TraesCS4A02G091900.193: TraesCS4A02G091900.1,,,,,,,
Traes_6BL_CD3A4B6E4,TraesCS6A02G247400,108: TraesCS6A02G247400.193: TraesCS6A02G247400.1,,,,,,,
Traes_6BL_CD3A4B6E4,TraesCS6D02G229600,108: TraesCS6D02G229600.193: TraesCS6D02G229600.1,,,,,,,
Traes_6BL_CD3A4B6E4,TraesCS6B02G277200,108: TraesCS6B02G277200.193: TraesCS6B02G277200.1,,,,,,,
Traes_4BL_5DC1FA83D,TraesCS4A02G004600,108: TraesCS4A02G004600.193: TraesCS4A02G004600.1,,,,,,,
Traes_4BL_5DC1FA83D,TraesCS4A02G004700,108: TraesCS4A02G004700.193: TraesCS4A02G004700.1,,,,,,,
Traes_4BL_5DC1FA83D,TraesCS4B02G300300,108: TraesCS4B02G300300.193: TraesCS4B02G300300.1,,,,,,,
Traes_4BL_5DC1FA83D,TraesCS4B02G300400,108: TraesCS4B02G300400.193: TraesCS4B02G300400.1,,,,,,,
Traes_4BL_5DC1FA83D,TraesCS4D02G299200,108: TraesCS4D02G299200.193: TraesCS4D02G299200.1,,,,,,,
Traes_7BS_CFE54F8CF,TraesCS7B02G142300,108: TraesCS7B02G142300.193: TraesCS7B02G142300.1,,,,,,,
Traes_7BS_CFE54F8CF,TraesCS7A02G249000,108: TraesCS7A02G249000.193: TraesCS7A02G249000.1,,,,,,,
Traes_6BS_FFAD6AAFB,TraesCS6D02G037800,108: TraesCS6D02G037800.193: TraesCS6D02G037800.1,,,,,,,
Traes_6BS_FFAD6AAFB,TraesCS6A02G032800,108: TraesCS6A02G032800.193: TraesCS6A02G032800.1,,,,,,,
Traes_6BS_FFAD6AAFB,TraesCS6B02G046500,108: TraesCS6B02G046500.193: TraesCS6B02G046500.1,,,,,,,
Traes_4BL_38FBC4467,TraesCS4B02G314000,108: TraesCS4B02G314000.193: TraesCS4B02G314000.1,,,,,,,
Traes_4BL_38FBC4467,TraesCS4D02G311200,108: TraesCS4D02G311200.193: TraesCS4D02G311200.1,,,,,,,
Traes_4BL_38FBC4467,TraesCS4A02G413300,108: TraesCS4A02G413300.193: TraesCS4A02G413300.1,,,,,,,
Traes_2BS_D37BB541B,TraesCS2D02G126800,108: TraesCS2D02G126800.193: TraesCS2D02G126800.1,,,,,,,
Traes_2BS_D37BB541B,TraesCS2B02G145900,108: TraesCS2B02G145900.193: TraesCS2B02G145900.1,,,,,,,
Traes_2BS_D37BB541B,TraesCS2A02G124000,108: TraesCS2A02G124000.193: TraesCS2A02G124000.1,,,,,,,
Traes_2BL_D4DF509A3,TraesCS2B02G612300,108: TraesCS2B02G612300.193: TraesCS2B02G612300.1,,,,,,,
Traes_2BL_D4DF509A3,TraesCS2D02G585100,108: TraesCS2D02G585100.193: TraesCS2D02G585100.1,,,,,,,
Traes_2BL_D4DF509A3,TraesCS2A02G574600,108: TraesCS2A02G574600.193: TraesCS2A02G574600.1,,,,,,,
Traes_7BS_87F4280FD,TraesCS7A02G133500,108: TraesCS7A02G133500.193: TraesCS7A02G133500.1,,,,,,,
Traes_7BS_87F4280FD,TraesCS7D02G133100,108: TraesCS7D02G133100.193: TraesCS7D02G133100.1,,,,,,,
Traes_7BS_87F4280FD,TraesCS7B02G034600,108: TraesCS7B02G034600.193: TraesCS7B02G034600.1,,,,,,,
Traes_6BL_BECC5AF96,TraesCS6D02G291100,108: TraesCS6D02G291100.193: TraesCS6D02G291100.1,,,,,,,
Traes_6BL_BECC5AF96,TraesCS6A02G311800,108: TraesCS6A02G311800.193: TraesCS6A02G311800.1,,,,,,,
Traes_6BL_BECC5AF96,TraesCS6B02G342000,108: TraesCS6B02G342000.193: TraesCS6B02G342000.1,,,,,,,
Traes_4BL_46BE39DD3,TraesCS4B02G208600,108: TraesCS4B02G208600.193: TraesCS4B02G208600.1,,,,,,,
Traes_4BL_46BE39DD3,TraesCS4A02G096000,108: TraesCS4A02G096000.193: TraesCS4A02G096000.1,,,,,,,
Traes_4BL_46BE39DD3,TraesCS4D02G209300,108: TraesCS4D02G209300.193: TraesCS4D02G209300.1,,,,,,,
Traes_7BL_C10C7783A,TraesCS7B02G371900,108: TraesCS7B02G371900.193: TraesCS7B02G371900.1,,,,,,,
Traes_7BL_C10C7783A,TraesCS7A02G469800,108: TraesCS7A02G469800.193: TraesCS7A02G469800.1,,,,,,,
Traes_7BL_C10C7783A,TraesCS7D02G457200,108: TraesCS7D02G457200.193: TraesCS7D02G457200.1,,,,,,,
Traes_2BL_E9C46CB57,TraesCS2D02G361700,108: TraesCS2D02G361700.193: TraesCS2D02G361700.1,,,,,,,
Traes_2BL_E9C46CB57,TraesCS2A02G363900,108: TraesCS2A02G363900.193: TraesCS2A02G363900.1,,,,,,,
Traes_2BL_E9C46CB57,TraesCS2B02G381900,108: TraesCS2B02G381900.193: TraesCS2B02G381900.1,,,,,,,
Traes_4BL_8E9618E24,TraesCS4B02G306900,108: TraesCS4B02G306900.193: TraesCS4B02G306900.1,,,,,,,
Traes_4BL_8E9618E24,TraesCS4D02G305100,108: TraesCS4D02G305100.193: TraesCS4D02G305100.1,,,,,,,
Traes_4BL_8E9618E24,TraesCS4A02G407500,108: TraesCS4A02G407500.193: TraesCS4A02G407500.1,,,,,,,
Traes_2BS_62DD26D63,TraesCS2B02G136000,108: TraesCS2B02G136000.193: TraesCS2B02G136000.1,,,,,,,
Traes_2BS_62DD26D63,TraesCS2D02G118300,108: TraesCS2D02G118300.193: TraesCS2D02G118300.1,,,,,,,
Traes_2BS_62DD26D63,TraesCS2A02G116800,108: TraesCS2A02G116800.193: TraesCS2A02G116800.1,,,,,,,
Traes_2BL_C834427B5,TraesCS2D02G497400,108: TraesCS2D02G497400.193: TraesCS2D02G497400.1,,,,,,,
Traes_2BL_C834427B5,TraesCS2A02G497200,108: TraesCS2A02G497200.193: TraesCS2A02G497200.1,,,,,,,
Traes_2BL_C834427B5,TraesCS2B02G525500,108: TraesCS2B02G525500.193: TraesCS2B02G525500.1,,,,,,,
Traes_5BL_C44BF8BB6,TraesCS5A02G145700,108: TraesCS5A02G145700.193: TraesCS5A02G145700.1,,,,,,,
Traes_5BL_C44BF8BB6,TraesCS5B02G144600,108: TraesCS5B02G144600.193: TraesCS5B02G144600.1,,,,,,,
Traes_5BL_C44BF8BB6,TraesCS5D02G146500,108: TraesCS5D02G146500.193: TraesCS5D02G146500.1,,,,,,,
Traes_7BS_5D60BF43A,TraesCS7D02G226400,108: TraesCS7D02G226400.193: TraesCS7D02G226400.1,,,,,,,
Traes_7BS_5D60BF43A,TraesCS7B02G191500,108: TraesCS7B02G191500.193: TraesCS7B02G191500.1,,,,,,,
Traes_2BS_B2B826E14,TraesCS2D02G177200,108: TraesCS2D02G177200.193: TraesCS2D02G177200.1,,,,,,,
Traes_2BS_B2B826E14,TraesCS2B02G196000,108: TraesCS2B02G196000.193: TraesCS2B02G196000.1,,,,,,,
Traes_2BS_B2B826E14,TraesCS2A02G169700,108: TraesCS2A02G169700.193: TraesCS2A02G169700.1,,,,,,,
Traes_5BL_E6535628C,TraesCS5D02G136300,108: TraesCS5D02G136300.193: TraesCS5D02G136300.1,,,,,,,
Traes_5BL_E6535628C,TraesCS5A02G128600,108: TraesCS5A02G128600.193: TraesCS5A02G128600.1,,,,,,,
Traes_5BL_E6535628C,TraesCS5B02G127600,108: TraesCS5B02G127600.193: TraesCS5B02G127600.1,,,,,,,
Traes_4BS_23B3F9BB5,TraesCS4B02G021300,108: TraesCS4B02G021300.193: TraesCS4B02G021300.1,,,,,,,
Traes_4BS_23B3F9BB5,TraesCS4D02G018900,108: TraesCS4D02G018900.193: TraesCS4D02G018900.1,,,,,,,
Traes_2BL_CA336D9A6,TraesCS2D02G498900,108: TraesCS2D02G498900.193: TraesCS2D02G498900.1,,,,,,,
Traes_2BL_CA336D9A6,TraesCS2A02G498600,108: TraesCS2A02G498600.193: TraesCS2A02G498600.1,,,,,,,
Traes_2BL_CA336D9A6,TraesCS2B02G526700,108: TraesCS2B02G526700.193: TraesCS2B02G526700.1,,,,,,,
Traes_6BS_3177B0E2D,TraesCS6A02G124100,108: TraesCS6A02G124100.193: TraesCS6A02G124100.1,,,,,,,
Traes_6BS_3177B0E2D,TraesCS6D02G114400,108: TraesCS6D02G114400.193: TraesCS6D02G114400.1,,,,,,,
Traes_2BL_021AF6949,TraesCS2A02G273300,108: TraesCS2A02G273300.193: TraesCS2A02G273300.1,,,,,,,
Traes_2BL_021AF6949,TraesCS2D02G272500,108: TraesCS2D02G272500.193: TraesCS2D02G272500.1,,,,,,,
Traes_2BL_021AF6949,TraesCS2B02G291300,108: TraesCS2B02G291300.193: TraesCS2B02G291300.1,,,,,,,
Traes_4BS_A53F8B91F,TraesCS4A02G256800,108: TraesCS4A02G256800.193: TraesCS4A02G256800.1,,,,,,,
Traes_4BS_A53F8B91F,TraesCS4D02G057900,108: TraesCS4D02G057900.193: TraesCS4D02G057900.1,,,,,,,
Traes_4BS_A53F8B91F,TraesCS4D02G057800,108: TraesCS4D02G057800.193: TraesCS4D02G057800.1,,,,,,,
Traes_4BS_A53F8B91F,TraesCS4A02G256900,108: TraesCS4A02G256900.193: TraesCS4A02G256900.1,,,,,,,
Traes_4BS_A53F8B91F,TraesCS4B02G057700,108: TraesCS4B02G057700.193: TraesCS4B02G057700.1,,,,,,,
Traes_4BS_A53F8B91F,TraesCS4B02G057600,108: TraesCS4B02G057600.193: TraesCS4B02G057600.1,,,,,,,
Traes_1BL_4F70898B6,TraesCS1A02G333700,108: TraesCS1A02G333700.193: TraesCS1A02G333700.1,,,,,,,
Traes_1BL_4F70898B6,TraesCS1D02G336300,108: TraesCS1D02G336300.193: TraesCS1D02G336300.1,,,,,,,
Traes_4BL_21039FDC5,TraesCS4A02G097700,108: TraesCS4A02G097700.193: TraesCS4A02G097700.1,,,,,,,
Traes_4BL_21039FDC5,TraesCS4D02G207700,108: TraesCS4D02G207700.193: TraesCS4D02G207700.1,,,,,,,
Traes_4BL_21039FDC5,TraesCS4B02G206900,108: TraesCS4B02G206900.193: TraesCS4B02G206900.1,,,,,,,
Traes_2BS_422B8F82D,TraesCS2A02G082400,108: TraesCS2A02G082400.193: TraesCS2A02G082400.1,,,,,,,
Traes_2BS_422B8F82D,TraesCS2D02G080300,108: TraesCS2D02G080300.193: TraesCS2D02G080300.1,,,,,,,
Traes_2BS_422B8F82D,TraesCS2B02G096500,108: TraesCS2B02G096500.193: TraesCS2B02G096500.1,,,,,,,
Traes_6BL_039A1AED9,TraesCS6D02G249600,108: TraesCS6D02G249600.193: TraesCS6D02G249600.1,,,,,,,
Traes_6BL_039A1AED9,TraesCS6A02G265100,108: TraesCS6A02G265100.193: TraesCS6A02G265100.1,,,,,,,
Traes_6BL_039A1AED9,TraesCS6B02G292200,108: TraesCS6B02G292200.193: TraesCS6B02G292200.1,,,,,,,
Traes_6BS_6FEADA722,TraesCS6A02G043900,108: TraesCS6A02G043900.193: TraesCS6A02G043900.1,,,,,,,
Traes_6BS_6FEADA722,TraesCS6B02G059800,108: TraesCS6B02G059800.193: TraesCS6B02G059800.1,,,,,,,
Traes_6BS_6FEADA722,TraesCS6D02G050900,108: TraesCS6D02G050900.193: TraesCS6D02G050900.1,,,,,,,
Traes_6BL_D78FA7860,TraesCS6B02G362300,108: TraesCS6B02G362300.193: TraesCS6B02G362300.1,,,,,,,
Traes_6BL_D78FA7860,TraesCS6A02G331500,108: TraesCS6A02G331500.193: TraesCS6A02G331500.1,,,,,,,
Traes_6BL_D78FA7860,TraesCS6D02G310800,108: TraesCS6D02G310800.193: TraesCS6D02G310800.1,,,,,,,
Traes_6BL_92B298585,TraesCS6D02G308400,108: TraesCS6D02G308400.193: TraesCS6D02G308400.1,,,,,,,
Traes_6BL_92B298585,TraesCS6B02G360300,108: TraesCS6B02G360300.193: TraesCS6B02G360300.1,,,,,,,
Traes_6BL_92B298585,TraesCS6A02G329500,108: TraesCS6A02G329500.193: TraesCS6A02G329500.1,,,,,,,
Traes_4BL_399250A77,TraesCS4D02G223600,108: TraesCS4D02G223600.193: TraesCS4D02G223600.1,,,,,,,
Traes_4BL_399250A77,TraesCS4A02G080700,108: TraesCS4A02G080700.193: TraesCS4A02G080700.1,,,,,,,
Traes_4BL_399250A77,TraesCS4B02G223300,108: TraesCS4B02G223300.193: TraesCS4B02G223300.1,,,,,,,
Traes_7BL_248C32B21,TraesCS7A02G495600,108: TraesCS7A02G495600.193: TraesCS7A02G495600.1,,,,,,,
Traes_7BL_248C32B21,TraesCS7B02G401700,108: TraesCS7B02G401700.193: TraesCS7B02G401700.1,,,,,,,
Traes_7BL_248C32B21,TraesCS7D02G482900,108: TraesCS7D02G482900.193: TraesCS7D02G482900.1,,,,,,,
Traes_5BL_CE6EA4264,TraesCS5D02G240800,108: TraesCS5D02G240800.193: TraesCS5D02G240800.1,,,,,,,
Traes_5BL_CE6EA4264,TraesCS5A02G233900,108: TraesCS5A02G233900.193: TraesCS5A02G233900.1,,,,,,,
Traes_5BL_CE6EA4264,TraesCS5B02G232400,108: TraesCS5B02G232400.193: TraesCS5B02G232400.1,,,,,,,
Traes_7BL_03741F576,TraesCS7A02G327300,108: TraesCS7A02G327300.193: TraesCS7A02G327300.1,,,,,,,
Traes_7BL_03741F576,TraesCS7D02G324000,108: TraesCS7D02G324000.193: TraesCS7D02G324000.1,,,,,,,
Traes_7BL_03741F576,TraesCS7B02G227900,108: TraesCS7B02G227900.193: TraesCS7B02G227900.1,,,,,,,
Traes_1BL_6072B1B30,TraesCS1A02G189000,108: TraesCS1A02G189000.193: TraesCS1A02G189000.1,,,,,,,
Traes_1BL_6072B1B30,TraesCS1B02G196700,108: TraesCS1B02G196700.193: TraesCS1B02G196700.1,,,,,,,
Traes_1BL_6072B1B30,TraesCS1D02G187400,108: TraesCS1D02G187400.193: TraesCS1D02G187400.1,,,,,,,
