Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
Os02g0159700,-1,2,Similar to electron transport SCO1/SenC family protein,3227570,3233296,3229291
Os02g0159700,-1,2,Similar to electron transport SCO1/SenC family protein,3227570,3233296,3233296
Os01g0176100,1,1,UDP-glucuronosyl/UDP-glucosyltransferase family protein,3921356,3923134,3921356
Os02g0651500,1,2,Conserved hypothetical protein,26262647,26265666,26263454
Os02g0651500,1,2,Conserved hypothetical protein,26262647,26265666,26262647
Os02g0651500,1,2,Conserved hypothetical protein,26262647,26265666,26265270
Os02g0651500,1,2,Conserved hypothetical protein,26262647,26265666,26262741
Os12g0591600,-1,12,Conserved hypothetical protein,24793181,24796415,24796415
Os08g0406900,1,8,Hypothetical protein,19450487,19452370,19450487
Os05g0401100,-1,5,Protein of unknown function DUF477 family protein,19507539,19508996,19508996
Os05g0401100,-1,5,Protein of unknown function DUF477 family protein,19507539,19508996,19508962
Os02g0757800,-1,2,Hypothetical protein,31910611,31911501,31911501
Os12g0493900,1,12,Armadillo-like helical domain containing protein,18618482,18621147,18618482
Os06g0530400,-1,6,Similar to NAC domain-containing protein 76,19743865,19746351,19746351
Os02g0612800,-1,2,"AT hook, DNA-binding, conserved site domain containing protein",24139771,24146705,24146705
Os02g0612800,-1,2,"AT hook, DNA-binding, conserved site domain containing protein",24139771,24146705,24140041
Os03g0216700,-1,3,"Citrate transporter, Efficient translocation of F",6131846,6142781,6142781
Os04g0526000,1,4,Similar to Auxin-induced basic helix-loop-helix transcription factor,26310603,26311543,26310603
Os07g0604800,1,7,"UDP-arabinopyranose mutase, Pollen wall morphogenesi",24773276,24776519,24773276
Os01g0694800,-1,1,Conserved hypothetical protein,28726589,28727227,28727227
Os05g0551900,-1,5,Similar to EMB1865 (embryo defective 1865); RNA binding,27441786,27445901,27445901
Os06g0728000,1,6,HMG1 protein (HMGB1),30993280,30995120,30993285
Os06g0728000,1,6,HMG1 protein (HMGB1),30993280,30995120,30993280
Os06g0296750,1,6,Hypothetical protein,10958499,10960634,10958499
Os04g0175450,1,4,Hypothetical protein,5152085,5153404,5152085
Os03g0162650,1,3,Similar to fatty acid elongase,3402625,3404254,3402625
Os08g0421400,1,8,Hypothetical protein,20171328,20174536,20171328
Os12g0637400,-1,12,Similar to Purple acid phosphatase (EC 3.1.3.2) (Fragment),27316457,27317290,27317290
Os05g0579600,-1,5,Homeodomain-like containing protein,28845110,28846124,28846124
Os02g0549900,1,2,Hypothetical conserved gene,20665484,20668400,20665484
Os03g0119600,-1,3,Hypothetical protein,1076081,1077338,1077338
Os02g0166501,1,2,Hypothetical conserved gene,3572264,3573102,3572264
Os01g0756700,1,1,"Shaker potassium channel, Salinity stress tolerance, Ion homeostasi",31761223,31763887,31761223
Os04g0462800,-1,4,Hypothetical conserved gene,23111052,23111847,23111847
Os12g0510200,-1,12,Conserved hypothetical protein,19657007,19660520,19660520
Os01g0162400,1,1,Conserved hypothetical protein,3257944,3258889,3257944
Os10g0130132,1,10,Hypothetical protein,1833729,1834740,1833729
Os11g0110000,-1,11,Similar to predicted protein,474434,480736,480736
Os07g0657900,1,7,Similar to Thioredoxin reductase,27694622,27699162,27694622
Os07g0657900,1,7,Similar to Thioredoxin reductase,27694622,27699162,27694704
Os01g0803900,1,1,Cytochrome P450 family protein,34089461,34091158,34089461
Os03g0340700,1,3,Tetratricopeptide-like helical domain containing protein,12689638,12691559,12689638
Os06g0359400,-1,6,Ribosomal protein L18a domain containing protein,14809950,14815773,14815773
Os04g0397100,-1,4,Similar to ClpC protease,19601466,19603306,19601625
Os04g0397100,-1,4,Similar to ClpC protease,19601466,19603306,19603306
Os06g0683950,-1,6,Armadillo-like helical domain containing protein,28498538,28500582,28500582
Os05g0341100,1,5,"Glucoamylase, putatuve domain containing protein",15995515,15998427,15995515
Os07g0442000,1,7,Conserved hypothetical protein,14916043,14920448,14916043
Os04g0681600,-1,4,Protein of unknown function DUF580 family protein,34791847,34800725,34800725
Os07g0606400,-1,7,Sulfotransferase domain domain containing protein,24901922,24906903,24906903
Os08g0191000,1,8,Auxin efflux carrier domain containing protein,5322769,5325114,5322769
Os11g0602500,1,11,Similar to 40S ribosomal protein S9,23181023,23182739,23181023
Os12g0480100,1,12,Similar to One helix protei,17624501,17625313,17624501
Os12g0110150,1,12,Hypothetical gene,555355,556338,555355
Os07g0206750,1,7,Hypothetical gene,5763808,5768526,5763808
Os11g0269500,1,11,Similar to HAT family dimerisation domain containing protein,9383040,9383627,9383040
Os09g0569151,-1,9,Hypothetical protein,22711950,22712415,22712415
Os06g0343900,-1,6,Armadillo-like helical domain containing protein,13754877,13767220,13767220
Os01g0550950,-1,1,Hypothetical protein,20651869,20654847,20654847
Os10g0343000,1,10,Conserved hypothetical protein,10162871,10164984,10162871
Os10g0343000,1,10,Conserved hypothetical protein,10162871,10164984,10162910
Os03g0177900,1,3,EF-1 alpha,4110375,4113701,4113497
Os03g0177900,1,3,EF-1 alpha,4110375,4113701,4112478
Os03g0177900,1,3,EF-1 alpha,4110375,4113701,4110375
Os12g0595500,-1,12,"Similar to cDNA, clone: J075189E02, full insert sequence",25002889,25003359,25003359
Os02g0713900,-1,2,Similar to 3-hydroxy-3-methylglutaryl-coenzyme A reductase 1,29587196,29591875,29591875
Os12g0214700,-1,12,Conserved hypothetical protein,5959962,5960734,5960734
Os08g0468901,-1,8,Hypothetical protein,23065627,23066987,23066987
Os12g0581800,1,12,"Cyclin, A/B/D/E domain containing protein",24142655,24144843,24142655
Os01g0880400,-1,1,"Protein of unknown function DUF231, plant domain containing protein",38212858,38217134,38217134
Os01g0880400,-1,1,"Protein of unknown function DUF231, plant domain containing protein",38212858,38217134,38213150
Os10g0546400,-1,10,Conserved hypothetical protein,21360059,21360924,21360924
Os03g0265100,1,3,"Glycosyltransferase, Leaf senescenc",8737129,8741179,8737129
Os04g0280600,-1,4,"Arbuscular mycorrhizal (AM)-specific marker, Similar to AB-hydrolase associated lipase regio",11911069,11918055,11918055
Os02g0507400,1,2,Protein of unknown function DUF493 family protein,18110446,18113752,18110446
Os02g0507400,1,2,Protein of unknown function DUF493 family protein,18110446,18113752,18110492
Os06g0718300,-1,6,Putative UPF0496 protein 2,30521743,30524025,30524025
Os01g0368600,1,1,Conserved hypothetical protein,15113035,15113731,15113035
Os10g0106000,1,10,Hypothetical protein,445128,445571,445128
Os01g0111400,1,1,"Zinc finger, BED-type predicted domain containing protein",598290,601467,598290
Os01g0111400,1,1,"Zinc finger, BED-type predicted domain containing protein",598290,601467,598300
Os04g0652400,-1,4,"Ortholog of the sulfate transporter family group 3 , Grain metabolis",33215040,33220582,33220582
Os04g0652400,-1,4,"Ortholog of the sulfate transporter family group 3 , Grain metabolis",33215040,33220582,33220580
Os04g0382300,-1,4,Similar to SNF1-related protein kinase regulatory gamma subunit 1 (AKIN gamma1) (AKING1),18746928,18752050,18752050
Os04g0382300,-1,4,Similar to SNF1-related protein kinase regulatory gamma subunit 1 (AKIN gamma1) (AKING1),18746928,18752050,18749519
Os04g0382300,-1,4,Similar to SNF1-related protein kinase regulatory gamma subunit 1 (AKIN gamma1) (AKING1),18746928,18752050,18751934
Os09g0268000,-1,9,Similar to lectin-like receptor kinase 7,5120497,5122573,5122573
Os01g0760600,-1,1,"Aspartate aminotransferase, cytoplasmic (EC 2.6.1.1) (Transaminase A)",31998877,32003690,32003326
Os01g0760600,-1,1,"Aspartate aminotransferase, cytoplasmic (EC 2.6.1.1) (Transaminase A)",31998877,32003690,32003466
Os01g0760600,-1,1,"Aspartate aminotransferase, cytoplasmic (EC 2.6.1.1) (Transaminase A)",31998877,32003690,32003425
Os01g0760600,-1,1,"Aspartate aminotransferase, cytoplasmic (EC 2.6.1.1) (Transaminase A)",31998877,32003690,32003690
Os04g0608201,-1,4,Hypothetical gene,30783768,30784121,30784121
Os02g0756600,-1,2,Similar to Phi-1 protein,31835161,31836353,31836353
Os05g0157100,1,5,"Nucleic acid-binding, OB-fold domain containing protein",3342112,3344596,3342112
Os03g0254900,-1,3,"Zinc finger, RING/FYVE/PHD-type domain containing protein",8182249,8186746,8186746
Os03g0254900,-1,3,"Zinc finger, RING/FYVE/PHD-type domain containing protein",8182249,8186746,8186633
Os01g0219600,-1,1,"Similar to Endo-beta-1,4-glucanase precursor (EC 3.2.1.4)",6541971,6544461,6544461
Os11g0107600,1,11,Similar to prenylated Rab receptor 2,356595,357580,356595
Os01g0393400,1,1,Similar to MDR-like ABC transporter,16731979,16733411,16731979
Os10g0494000,-1,10,Protein of unknown function DUF789 family protein,18754188,18758086,18758086
Os09g0480400,1,9,Similar to Glycosyltransferase QUASIMODO1 (EC 2.4.1.-),18441091,18445139,18441091
Os01g0149350,-1,1,NB-ARC domain containing protein,2669251,2674068,2674068
Os08g0101800,1,8,"Protein of unknown function DUF821, CAP10-like family protein",102232,107380,102232
Os11g0625400,-1,11,Putative B3 domain-containing protein Os11g0625400,24485473,24486679,24486679
Os02g0526000,-1,2,Similar to H0502B11.6 protein,19225378,19235632,19235632
Os02g0526000,-1,2,Similar to H0502B11.6 protein,19225378,19235632,19226769
Os02g0526000,-1,2,Similar to H0502B11.6 protein,19225378,19235632,19229069
Os12g0635700,-1,12,Similar to GNS1/SUR4 membrane protein,27249717,27250880,27250880
Os05g0355300,-1,5,Similar to PIT1,16850695,16853504,16853504
Os11g0226201,1,11,"Similar to Protein kinase domain containing protein, expressed",6599802,6601409,6599802
Os02g0669900,1,2,Similar to H0211B05.8 protein,27204540,27207676,27204540
Os06g0558300,-1,6,Similar to MATE efflux protein-related,21315872,21317578,21317578
Os03g0599000,-1,3,NB-ARC domain containing protein,22347751,22351524,22351524
Os12g0257600,1,12,Similar to Laccase-25,8869547,8875025,8869547
Os11g0245400,-1,11,Protein of unknown function DUF1685 domain containing protein,7804503,7806059,7806059
Os04g0371500,-1,4,Conserved hypothetical protein,18089033,18092083,18092083
Os09g0322400,-1,9,Proteolipid membrane potential modulator domain containing protein,9397235,9398010,9398010
Os12g0610300,-1,12,Hypothetical conserved gene,25780954,25781952,25781952
Os03g0825300,1,3,Serine/threonine protein kinase domain containing protein,34663375,34668223,34663375
Os03g0825300,1,3,Serine/threonine protein kinase domain containing protein,34663375,34668223,34663422
Os03g0825300,1,3,Serine/threonine protein kinase domain containing protein,34663375,34668223,34663449
Os04g0362375,-1,4,Hypothetical gene,17357016,17359831,17359831
Os07g0541200,-1,7,Similar to receptor-like serine-threonine protein kinase,21368384,21374650,21374650
Os05g0414501,-1,5,Hypothetical conserved gene,20277236,20278478,20278478
Os03g0627100,-1,3,Pentatricopeptide repeat domain containing protein,23900148,23900959,23900959
Os09g0445550,-1,9,Hypothetical protein,16610405,16611008,16611008
Os02g0535300,1,2,Hypothetical conserved gene,19723841,19724741,19723841
Os08g0285200,1,8,WD40 repeat-like domain containing protein,11263369,11266927,11263369
Os02g0811000,-1,2,"DUF640 domain containing protein, ALOG domain-containing nuclear protein, Reguration of plant height, floral development and grain yield, Spikelet morphogenesi",34687624,34689723,34689723
Os01g0728300,-1,1,Similar to Cytochrome P450 monooxygenase CYP72A5 (Fragment),30372204,30376912,30376912
Os10g0545200,1,10,"Similar to 4,4-dimethyl-sterol C4-methyl-oxidase (Fragment)",21308453,21311336,21308517
Os10g0545200,1,10,"Similar to 4,4-dimethyl-sterol C4-methyl-oxidase (Fragment)",21308453,21311336,21308453
Os05g0592300,1,5,Protein of unknown function DUF1637 family protein,29507007,29509972,29508206
Os05g0592300,1,5,Protein of unknown function DUF1637 family protein,29507007,29509972,29507007
Os05g0328466,1,5,Similar to Prolamin,15272214,15272495,15272214
Os05g0313700,-1,5,Conserved hypothetical protein,14417745,14419798,14419798
Os01g0706700,-1,1,Protein of unknown function DUF590 family protein,29318195,29322559,29322559
Os09g0429200,-1,9,Similar to Glutamate receptor,15599149,15606593,15606593
Os08g0124100,-1,8,"Concanavalin A-like lectin/glucanase, subgroup domain containing protein",1313605,1315206,1315206
Os05g0184500,1,5,Conserved hypothetical protein,5150298,5162372,5150298
Os09g0343400,1,9,Conserved hypothetical protein,10621787,10623954,10621787
Os01g0764850,-1,1,Hypothetical protein,32223295,32224590,32224590
Os02g0222500,-1,2,Hypothetical protein,6831023,6835681,6835681
Os05g0135300,-1,5,Hypothetical protein,2061995,2062783,2062783
Os01g0812100,1,1,Similar to NHL25,34524498,34526528,34524498
Os02g0625500,-1,2,Similar to Adenosine kinase-like protein (Fragment),24940849,24946648,24946494
Os02g0625500,-1,2,Similar to Adenosine kinase-like protein (Fragment),24940849,24946648,24946648
Os06g0295900,1,6,Hypothetical conserved gene,10926731,10928479,10926731
Os02g0236600,1,2,Peroxidase P7 (EC 1.11.1.7) (TP7),7751287,7753674,7751287
Os10g0533600,1,10,Similar to Mitogen-activated protein kinase homolog MMK2 (EC 2.7.1.37),20756189,20759946,20756189
Os04g0348400,-1,4,Similar to OSIGBa0130K07.9 protein,16590486,16593924,16593924
Os11g0255300,-1,11,Cysteine endopeptidase (Cysteine proteinase (EC 3.4.22.-)-rice),8379344,8382036,8382036
Os08g0542900,1,8,Lupus La protein family protein,27163603,27169027,27163603
Os11g0702600,1,11,Hypothetical conserved gene,28770668,28771997,28770668
Os01g0740600,-1,1,"Transferrin receptor-like, dimerisation domain containing protein",30933396,30933963,30933963
Os11g0578033,1,11,Conserved hypothetical protein,21801943,21804760,21801943
Os11g0594500,-1,11,Protein of unknown function DUF295 domain containing protein,22642566,22643982,22643982
Os05g0481000,1,5,"Serotonin N-acetyltransferase, Melatonin synthesi",23642766,23646681,23642766
Os05g0481000,1,5,"Serotonin N-acetyltransferase, Melatonin synthesi",23642766,23646681,23642774
Os05g0481000,1,5,"Serotonin N-acetyltransferase, Melatonin synthesi",23642766,23646681,23642769
Os03g0643522,1,3,Conserved hypothetical protein,24822798,24823019,24822798
Os02g0168900,-1,2,"Ribonuclease H2, subunit C domain containing protein",3718362,3720114,3720114
Os04g0528800,-1,4,"Similar to Ferredoxin-thioredoxin reductase, variable chain (FTR-V) (Ferredoxin- thioredoxin reductase subunit A) (FTR-A)",26431391,26432248,26432133
Os04g0528800,-1,4,"Similar to Ferredoxin-thioredoxin reductase, variable chain (FTR-V) (Ferredoxin- thioredoxin reductase subunit A) (FTR-A)",26431391,26432248,26432248
Os11g0592400,-1,11,"Similar to CRS1/YhbY domain containing protein, expressed",22523670,22529610,22529610
Os10g0411500,1,10,IQ calmodulin-binding region domain containing protein,14319443,14323361,14319443
Os04g0485700,1,4,Similar to Exonuclease,24278127,24278399,24278127
Os03g0216500,-1,3,Conserved hypothetical protein,6121324,6122376,6122376
Os09g0540400,-1,9,Similar to Anther-specific proline-rich protein APG,21270652,21272588,21272588
Os09g0540400,-1,9,Similar to Anther-specific proline-rich protein APG,21270652,21272588,21272564
Os08g0243500,1,8,Similar to NADPH-cytochrome P450 oxydoreductase isoform 2,8760402,8765182,8760402
Os08g0243500,1,8,Similar to NADPH-cytochrome P450 oxydoreductase isoform 2,8760402,8765182,8762216
Os01g0168400,1,1,"Zinc finger, RING/FYVE/PHD-type domain containing protein",3501094,3504775,3501094
Os04g0329300,1,4,"Pollen allergen/expansin, C-terminal domain containing protein",15292622,15292975,15292622
Os11g0150200,1,11,Conserved hypothetical protein,2335086,2341117,2335086
Os04g0624000,-1,4,Similar to Symbiosis-related like protein,31716399,31719152,31719152
Os07g0452400,1,7,3'-5' exonuclease domain containing protein,15595751,15600607,15595751
Os03g0136800,-1,3,"Heat shock protein DnaJ, N-terminal domain containing protein",2018736,2021964,2021964
Os09g0424600,1,9,"HAD superfamily (subfamily IG) hydrolase, 5'-Nucleotidase protein",15400717,15406408,15400717
Os09g0424600,1,9,"HAD superfamily (subfamily IG) hydrolase, 5'-Nucleotidase protein",15400717,15406408,15405381
Os03g0416400,1,3,"Similar to Patatin-like phospholipase family protein, expressed",17285861,17287294,17285861
Os03g0771100,-1,3,Myb transcription factor domain containing protein,31952891,31954550,31954550
Os05g0590300,-1,5,Alpha/beta hydrolase fold-1 domain containing protein,29386050,29388154,29388154
Os03g0646400,-1,3,"Transmembrane protein 97, predicted domain containing protein",25009415,25010369,25010369
Os06g0150300,-1,6,Conserved hypothetical protein,2587930,2588896,2588896
Os02g0689600,1,2,Domain of unknown function DUF828 domain containing protein,28289304,28290298,28289304
Os04g0379916,1,4,Hypothetical protein,18560600,18562029,18560600
Os05g0275600,1,5,Conserved hypothetical protein,11314367,11319936,11314367
Os05g0275600,1,5,Conserved hypothetical protein,11314367,11319936,11314396
Os05g0419050,-1,5,Hypothetical gene,20542374,20542911,20542911
Os11g0202900,1,11,Hypothetical gene,5196333,5197162,5196333
Os10g0541600,-1,10,"Peptidase S10, serine carboxypeptidase domain containing protein",21143694,21146902,21146902
Os03g0719000,-1,3,MAP65/ASE1 family protein,29114654,29117733,29117733
Os04g0672600,-1,4,"Leucine-rich repeat, N-terminal domain containing protein",34329739,34332205,34332205
Os10g0568900,1,10,Similar to Catalytic/ hydrolase,22555971,22557879,22555971
Os10g0471400,-1,10,Tetratricopeptide-like helical domain containing protein,17484899,17490805,17490805
Os12g0540000,1,12,Domain of unknown function DUF1618 domain containing protein,21574171,21576679,21574171
Os08g0533600,1,8,Similar to ACR4,26601165,26605539,26601228
Os08g0533600,1,8,Similar to ACR4,26601165,26605539,26601165
Os03g0241300,1,3,Conserved hypothetical protein,7480379,7483234,7482105
Os03g0241300,1,3,Conserved hypothetical protein,7480379,7483234,7480380
Os03g0241300,1,3,Conserved hypothetical protein,7480379,7483234,7480379
Os12g0123300,-1,12,RNA recognition motif domain domain containing protein,1098939,1101025,1101025
Os03g0805400,-1,3,Phosphatidic acid phosphatase type 2/haloperoxidase domain containing protein,33627374,33630285,33630144
Os03g0805400,-1,3,Phosphatidic acid phosphatase type 2/haloperoxidase domain containing protein,33627374,33630285,33628650
Os03g0805400,-1,3,Phosphatidic acid phosphatase type 2/haloperoxidase domain containing protein,33627374,33630285,33630285
Os07g0263400,1,7,Similar to oxidoreductase family protein,9298577,9300441,9298577
Os04g0650600,-1,4,Exonuclease domain containing protein,33150022,33153292,33153292
Os11g0596000,-1,11,Hypothetical conserved gene,22676137,22682472,22682472
Os04g0678250,-1,4,Hypothetical protein,34643962,34644212,34644212
Os01g0627800,1,1,Similar to Cytochrome P450 monooxygenase CYP72A5 (Fragment),25060764,25063562,25060764
Os01g0303200,1,1,Conserved hypothetical protein,11211855,11221413,11211855
Os01g0935350,-1,1,Hypothetical protein,41054473,41056080,41056080
Os09g0241700,1,9,Homeodomain-like containing protein,3141918,3147413,3141918
Os02g0305700,1,2,Armadillo-type fold domain containing protein,11961696,11967967,11961733
Os02g0305700,1,2,Armadillo-type fold domain containing protein,11961696,11967967,11961696
Os03g0353900,1,3,"Argonaute and Dicer protein, PAZ domain containing protein",13319928,13326828,13319928
Os09g0372400,1,9,"Similar to cDNA clone:J033042L23, full insert sequence",12407427,12413260,12407487
Os09g0372400,1,9,"Similar to cDNA clone:J033042L23, full insert sequence",12407427,12413260,12407427
Os01g0546250,1,1,Similar to Glycine-rich protein 2b,20292561,20292886,20292561
Os04g0509400,1,4,RmlC-like jelly roll fold domain containing protein,25492298,25493120,25492298
Os10g0552900,-1,10,"Crotonase, core domain containing protein",21700753,21704799,21704799
Os03g0665800,1,3,Armadillo-type fold domain containing protein,26193470,26196512,26193470
Os02g0690600,1,2,"Zinc finger, RING/FYVE/PHD-type domain containing protein",28352052,28353541,28352052
Os07g0116050,-1,7,"Transposase, IS4-like domain containing protein",874545,875959,875959
Os03g0215200,1,3,"Putative transcription factor, Carpel specification,  Midrib formatio",6041245,6048687,6041245
Os10g0443100,-1,10,Conserved hypothetical protein,15942044,15942538,15942538
Os06g0682700,-1,6,Similar to SWAP (Suppressor-of-White-APricot)/surp domain-containing protein,28453267,28456743,28456743
Os03g0638200,1,3,"Similar to Major facilitator superfamily protein, expressed",24449135,24453890,24449135
Os03g0638200,1,3,"Similar to Major facilitator superfamily protein, expressed",24449135,24453890,24449564
Os03g0415351,-1,3,Conserved hypothetical protein,17214956,17215684,17215684
Os02g0817800,-1,2,Similar to Telomere binding protein-1,35085667,35090652,35090652
Os02g0817800,-1,2,Similar to Telomere binding protein-1,35085667,35090652,35089695
Os02g0817800,-1,2,Similar to Telomere binding protein-1,35085667,35090652,35090650
Os06g0121300,-1,6,Conserved hypothetical protein,1128839,1129801,1129801
Os11g0655900,1,11,Thioredoxin fold domain containing protein,26269974,26270560,26269974
Os05g0253200,1,5,Conserved hypothetical protein,9318025,9328269,9318025
Os03g0322000,-1,3,Similar to Centromere protein-like protein (Fragment),11662066,11662384,11662384
Os12g0152700,-1,12,Amino acid-binding ACT domain containing protein,2595556,2600056,2600056
Os12g0152700,-1,12,Amino acid-binding ACT domain containing protein,2595556,2600056,2599950
Os04g0435325,-1,4,Conserved hypothetical protein,21650405,21650715,21650715
Os01g0906000,-1,1,Similar to Ceramide glucosyltransferase,39437968,39438606,39438606
Os06g0723900,1,6,Hypothetical conserved gene,30751183,30753743,30751183
Os01g0112400,-1,1,Major intrinsic protein family protein,645598,646722,646722
Os01g0289950,1,1,Conserved hypothetical protein,10489015,10491186,10489015
Os03g0119500,1,3,"Callose synthase, Ovary expansion by affecting vascular cell patternin",1049042,1075622,1049042
Os10g0540000,-1,10,"Similar to Zinc finger, C3HC4 type family protein, expressed",21055287,21056361,21056361
Os07g0129100,1,7,Conserved hypothetical protein,1507790,1508244,1507790
Os02g0179950,-1,2,Hypothetical protein,4440636,4448187,4448187
Os07g0537500,-1,7,Serine/threonine protein kinase-related domain containing protein,21133305,21140628,21140628
Os10g0396932,1,10,Hypothetical gene,13326832,13327941,13326832
Os06g0707000,-1,6,"Glycosyltransferase AER61, uncharacterised domain containing protein",29872566,29874424,29874424
Os07g0173400,1,7,Conserved hypothetical protein,3864811,3868227,3864811
Os06g0655100,-1,6,Similar to D-3-phosphoglycerate dehydrogenase,26855082,26858660,26858660
Os11g0266800,-1,11,Tetratricopeptide-like helical domain containing protein,9156607,9173269,9173269
Os12g0117900,1,12,Hypothetical conserved gene,873235,873791,873235
Os12g0140550,-1,12,Hypothetical gene,1966765,1967415,1967415
Os07g0156467,1,7,Similar to Class III peroxidase 7,3016440,3017585,3016440
Os09g0106700,-1,9,Similar to Myb proto-oncogene protein (C-myb),656788,658373,658373
Os11g0649600,-1,11,"Uncharacterised protein family UPF0497, trans-membrane plant subgroup domain containing protein",25893929,25895032,25895032
Os03g0108200,1,3,Similar to Transposon protein,488306,491916,488306
Os03g0795900,1,3,"Heat stress transcriptioon factor, High-temperature stress tolerance, Tolerance to environmental stresse",33105843,33109034,33105843
Os04g0469400,-1,4,Pentatricopeptide repeat domain containing protein,23457978,23459630,23459630
Os03g0593200,-1,3,"Similar to CBS domain containing protein, expressed",22017024,22029484,22029484
Os04g0507950,1,4,Hypothetical conserved gene,25380760,25381350,25380760
Os08g0434500,1,8,Hypothetical protein,21078139,21079066,21078139
Os07g0204500,-1,7,Survival protein SurE family protein,5613825,5623660,5623624
Os07g0204500,-1,7,Survival protein SurE family protein,5613825,5623660,5623660
Os08g0404000,1,8,UDP-glucuronosyl/UDP-glucosyltransferase domain containing protein,19292962,19294910,19292962
Os01g0885300,-1,1,Conserved hypothetical protein,38454841,38460529,38457518
Os01g0885300,-1,1,Conserved hypothetical protein,38454841,38460529,38460529
Os01g0885300,-1,1,Conserved hypothetical protein,38454841,38460529,38460262
Os05g0570400,1,5,Similar to CTP synthase,28392188,28397924,28392188
Os01g0208800,-1,1,Similar to Phosphoenolpyruvate carboxylase (Fragment),5907081,5908615,5908615
Os04g0665700,1,4,"K Homology, type 1, subgroup domain containing protein",33982975,33986219,33982975
Os04g0201000,-1,4,Similar to OSIGBa0113K06.10 protein,6890776,6894385,6894385
Os01g0610500,-1,1,Yip1 domain containing protein,24151040,24154089,24154089
Os01g0610500,-1,1,Yip1 domain containing protein,24151040,24154089,24153571
Os01g0107750,-1,1,Hypothetical protein,412636,415516,415516
Os01g0736900,1,1,Reticulon family protein,30738700,30740720,30739585
Os01g0736900,1,1,Reticulon family protein,30738700,30740720,30738700
Os04g0552000,1,4,Barwin-related endoglucanase domain containing protein,27645701,27647185,27645701
Os12g0601500,-1,12,Conserved hypothetical protein,25327128,25329069,25329069
Os05g0489800,-1,5,Centromeric histone 3 (Histone H3),24067727,24070193,24070193
Os07g0287400,1,7,Plant lipid transfer protein/seed storage/trypsin-alpha amylase inhibitor domain containing protein,11090524,11091253,11090524
Os02g0626400,-1,2,Phenylalanine ammonia-lyase (EC 4.3.1.5),24985256,24989388,24986844
Os02g0626400,-1,2,Phenylalanine ammonia-lyase (EC 4.3.1.5),24985256,24989388,24989388
Os02g0626400,-1,2,Phenylalanine ammonia-lyase (EC 4.3.1.5),24985256,24989388,24987125
Os08g0519501,1,8,Hypothetical gene,25803437,25804334,25803437
Os09g0539200,1,9,Similar to Relative to SR12 protein (Fragment),21230192,21235993,21230192
Os04g0598300,-1,4,"Probable transcription factor, Control of inflorescence, Flower developmen",30182589,30185852,30185852
Os06g0634600,-1,6,SEP domain containing protein,25737420,25741547,25741547
Os11g0245100,1,11,Similar to Glutathione S-transferase 2,7792164,7794861,7792164
Os03g0226800,1,3,Similar to Cytosine-specific methyltransferase,6657601,6663830,6657601
Os10g0506900,1,10,Hypothetical conserved gene,19379767,19382017,19379844
Os10g0506900,1,10,Hypothetical conserved gene,19379767,19382017,19379767
Os01g0561950,1,1,Hypothetical protein,21362091,21362898,21362091
Os02g0651000,-1,2,Uncharacterised protein family UPF0406 domain containing protein,26243702,26244999,26244999
Os08g0192100,1,8,Hypothetical conserved gene,5391860,5392486,5391860
Os05g0596000,1,5,Peptidase A1 domain containing protein,29688450,29690396,29688450
Os02g0175800,1,2,Similar to fiber protein Fb15,4141509,4143652,4141509
Os02g0175800,1,2,Similar to fiber protein Fb15,4141509,4143652,4141550
Os09g0412700,1,9,Conserved hypothetical protein,14659942,14661222,14659942
Os05g0372300,1,5,Cytochrome P450 family protein,17934628,17941855,17934628
Os02g0823800,1,2,Smg8/Smg9 domain containing protein,35379378,35385150,35382953
Os02g0823800,1,2,Smg8/Smg9 domain containing protein,35379378,35385150,35379378
Os01g0758900,1,1,Protein of unknown function DUF688 family protein,31919494,31922325,31919494
Os06g0114066,1,6,Hypothetical protein,811396,816533,811396
Os03g0694800,1,3,Ribosomal protein L18/L5 domain containing protein,27823074,27825616,27823074
Os01g0841500,1,1,"R1R2R3 MYB transcription factor, Stress toleranc",36122786,36128441,36122786
Os06g0307900,-1,6,Hypothetical conserved gene,11669579,11673430,11673430
Os06g0307900,-1,6,Hypothetical conserved gene,11669579,11673430,11673364
Os02g0160300,-1,2,Hypothetical protein,3265700,3268325,3268325
Os12g0446900,1,12,Similar to bifunctional dihydrofolate reductase-thymidylate synthase,15130136,15140357,15130136
Os06g0725800,1,6,Hypothetical conserved gene,30868979,30870033,30868979
Os01g0250900,1,1,"HAD superfamily (subfamily IG) hydrolase, 5'-Nucleotidase protein",8275474,8283959,8275474
Os08g0427700,1,8,Histone H2A,20573199,20573985,20573199
Os08g0364500,1,8,Conserved hypothetical protein,16873016,16873844,16873016
Os02g0658150,1,2,Hypothetical protein,26608666,26608999,26608666
Os07g0620400,-1,7,Similar to GTP-binding protein-like,25645996,25649158,25649158
Os12g0465000,1,12,Hypothetical conserved gene,16463056,16463951,16463056
Os05g0129300,1,5,Basic/leucine zipper protein,1717710,1719083,1717710
Os03g0297600,-1,3,Streptomyces cyclase/dehydrase family protein,10418661,10419833,10419833
Os01g0796500,-1,1,Similar to predicted protein,33733124,33735548,33735548
Os02g0225300,-1,2,Conserved hypothetical protein,7032348,7034864,7034864
