Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
A08p027660.1_BraROA,-1,A08,,17438085,17439838,17439838
A02p007660.1_BraROA,-1,A02,,3233892,3236516,3236516
A05g504230.1_BraROA,1,A05,,11722550,11730046,11722550
A02p009580.1_BraROA,-1,A02,,4044488,4046524,4046524
A04p027920.1_BraROA,-1,A04,Glutathione S-transferase U7 [Source:Projected from Arabidopsis thaliana (AT2G29420) UniProtKB/Swiss-Prot;Acc:Q9ZW24],16842315,16852104,16852104
A09p052390.1_BraROA,-1,A09,,45915318,45915710,45915710
A02g500140.1_BraROA,1,A02,,508936,509619,508936
A03p004970.1_BraROA,-1,A03,,2070444,2071838,2071838
A01p003670.1_BraROA,-1,A01,,1602505,1603215,1603215
A02g511470.1_BraROA,1,A02,,30579739,30583053,30579739
A08g501970.1_BraROA,1,A08,,4603492,4604999,4603492
A03p039470.1_BraROA,1,A03,,16420164,16422258,16420164
A04g508030.1_BraROA,-1,A04,,20529209,20529969,20529969
A03p052420.1_BraROA,1,A03,,20064546,20064905,20064546
A01g505080.1_BraROA,-1,A01,,15068094,15069941,15069941
A07p021180.1_BraROA,1,A07,,12440576,12446386,12440576
A06p010780.1_BraROA,-1,A06,,4067358,4068047,4068047
A09g519220.1_BraROA,1,A09,,59387596,59388844,59387596
A08g508720.1_BraROA,-1,A08,,16232970,16234669,16234669
A02g504200.1_BraROA,1,A02,,13906978,13907768,13906978
A03g503260.1_BraROA,-1,A03,,10624699,10627278,10627278
A06p006860.1_BraROA,1,A06,,2369535,2372379,2369535
A09g509340.1_BraROA,1,A09,,26885452,26886916,26885452
A02p003590.1_BraROA,1,A02,,1685716,1686526,1685716
A04p022590.1_BraROA,1,A04,Protein BRICK 1 [Source:Projected from Arabidopsis thaliana (AT2G22640) UniProtKB/Swiss-Prot;Acc:Q94JY4],13626857,13627371,13626857
A06p052790.1_BraROA,1,A06,Cysteine-rich repeat secretory protein 12 [Source:Projected from Arabidopsis thaliana (AT2G01660) UniProtKB/Swiss-Prot;Acc:Q9ZU94],27886754,27887972,27886754
A10p015690.1_BraROA,-1,A10,,3493553,3494227,3494227
A01p039330.1_BraROA,1,A01,,14403007,14409258,14403007
A07g500080.1_BraROA,-1,A07,,153643,153882,153882
A09p007180.1_BraROA,1,A09,Probable peroxidase 61 [Source:Projected from Arabidopsis thaliana (AT5G24070) UniProtKB/Swiss-Prot;Acc:Q9FLV5],3791544,3798500,3791544
A03p064520.1_BraROA,1,A03,,28058387,28060360,28058387
A06p021280.1_BraROA,-1,A06,,10538076,10538992,10538992
A09p043190.1_BraROA,-1,A09,,35095522,35102225,35102225
A06p036330.1_BraROA,-1,A06,,19720045,19727890,19727890
A04p038620.1_BraROA,1,A04,,22294765,22298264,22294765
A01p021660.1_BraROA,-1,A01,,10559256,10560789,10560789
A09p026180.1_BraROA,-1,A09,Disease resistance protein RPS6 [Source:Projected from Arabidopsis thaliana (AT5G46470) UniProtKB/Swiss-Prot;Acc:F4KHH8],14788128,14801828,14801828
A01p005700.1_BraROA,-1,A01,,2976846,2980116,2980116
A01p039380.1_BraROA,1,A01,,14367753,14368104,14367753
A04p040780.1_BraROA,1,A04,,23017662,23019463,23017662
A04p002940.1_BraROA,1,A04,,1394522,1400762,1394522
A09p080060.1_BraROA,1,A09,,58719718,58725536,58719718
A08g508690.1_BraROA,1,A08,,16071628,16073205,16071628
A03p017370.1_BraROA,1,A03,,7002276,7003484,7002276
A06g506210.1_BraROA,1,A06,,17661883,17663095,17661883
A02p002440.1_BraROA,1,A02,,1036875,1039271,1036875
A09g508980.1_BraROA,1,A09,,25151311,25155686,25151311
A07p032420.1_BraROA,-1,A07,,17791433,17794236,17794236
A01p021470.1_BraROA,1,A01,,10428230,10432683,10428230
A01p038240.1_BraROA,1,A01,Putative potassium transporter 12 [Source:Projected from Arabidopsis thaliana (AT1G60160) UniProtKB/Swiss-Prot;Acc:O80739],14509844,14512925,14509844
A03p064530.1_BraROA,-1,A03,,28061893,28066243,28066243
A02p010640.1_BraROA,1,A02,Non-specific serine/threonine protein kinase [Source:Projected from Arabidopsis thaliana (AT5G21326) UniProtKB/TrEMBL;Acc:A0A178URQ5],4606459,4610580,4606459
A10p035730.1_BraROA,-1,A10,"glucan endo-1,3-beta-glucosidase-like protein 3 [Source:Projected from Arabidopsis thaliana (AT5G08000) TAIR;Acc:AT5G08000]",20441049,20443758,20443758
A08g500520.1_BraROA,1,A08,,1290183,1297888,1290183
A09g501870.1_BraROA,1,A09,,6759190,6762834,6759190
A07p046650.1_BraROA,1,A07,,25153644,25156565,25153644
A04p037550.1_BraROA,1,A04,,21425470,21428216,21425470
A09p023460.1_BraROA,1,A09,At5g43050 [Source:Projected from Arabidopsis thaliana (AT5G43050) UniProtKB/TrEMBL;Acc:Q9FMH9],12852405,12852875,12852405
A06g504630.1_BraROA,-1,A06,,14201431,14202189,14202189
A04p014340.1_BraROA,1,A04,,5460480,5460775,5460480
A05g501360.1_BraROA,-1,A05,,5030102,5031954,5031954
A05p006090.1_BraROA,1,A05,,2408903,2409282,2408903
A07g505630.1_BraROA,-1,A07,,12739757,12740821,12740821
A02g511230.1_BraROA,1,A02,,29758864,29760916,29758864
A03p070480.1_BraROA,-1,A03,,31004011,31005709,31005709
A06p004020.1_BraROA,1,A06,,991211,1008728,991211
A03p010480.1_BraROA,-1,A03,,4206008,4206643,4206643
A10g501550.1_BraROA,1,A10,,4353398,4354642,4353398
A07p023310.1_BraROA,1,A07,,13501407,13502058,13501407
A07p023980.1_BraROA,1,A07,,13831622,13834007,13831622
A09p073730.1_BraROA,1,A09,,56117843,56122157,56117843
A04p001620.1_BraROA,-1,A04,,767968,770749,770749
A01p042790.1_BraROA,1,A01,,25263615,25264824,25263615
A01g501250.1_BraROA,1,A01,,4832569,4833015,4832569
A06p007170.1_BraROA,1,A06,"Pentatricopeptide repeat-containing protein At1g09410, mitochondrial [Source:Projected from Arabidopsis thaliana (AT1G09410) UniProtKB/Swiss-Prot;Acc:Q56XI1]",2477389,2478219,2477389
A05p000910.1_BraROA,-1,JADBGQ010000025.1,,172411,182946,182946
A01g511220.1_BraROA,1,A01,,31455060,31458544,31455060
A06g501560.1_BraROA,1,A06,,5981929,5983136,5981929
A01g506560.1_BraROA,1,A01,,18995443,18996175,18995443
A07p004210.1_BraROA,-1,A07,,2962694,2968138,2968138
A04p002740.1_BraROA,-1,A04,,1322162,1323192,1323192
A09g518230.1_BraROA,1,A09,,55669419,55671627,55669419
A10p016220.1_BraROA,-1,A10,,3180977,3192165,3192165
A08g506420.1_BraROA,1,A08,,10962384,10962908,10962384
A05g506900.1_BraROA,1,A05,,19450945,19456481,19450945
A05p006510.1_BraROA,-1,A05,,2622159,2624017,2624017
A03p043990.1_BraROA,-1,A03,,18394809,18397394,18397394
A05p012230.1_BraROA,1,A05,,5304567,5306189,5304567
A08g502950.1_BraROA,1,A08,,5813344,5814313,5813344
A07g503050.1_BraROA,1,A07,,6184735,6185107,6184735
A02p034510.1_BraROA,-1,A02,,18739035,18740625,18740625
A05p024300.1_BraROA,-1,A05,,11803133,11804986,11804986
A06p008290.1_BraROA,-1,A06,,2862259,2863414,2863414
A03p064090.1_BraROA,-1,A03,,27875416,27883225,27883225
A02p054660.1_BraROA,1,A02,,33170160,33172047,33170160
A06p008380.1_BraROA,-1,A06,,2903381,2904567,2904567
A04p033020.1_BraROA,1,A04,,19218151,19219934,19218151
A08p031980.1_BraROA,1,A08,,19431738,19433616,19431738
A05p035110.1_BraROA,1,A05,Homocysteine S-methyltransferase 3 [Source:Projected from Arabidopsis thaliana (AT3G22740) UniProtKB/Swiss-Prot;Acc:Q8LAX0],19906904,19909444,19906904
A07p045550.1_BraROA,1,A07,,24716148,24722436,24716148
A04g502430.1_BraROA,-1,A04,,5837145,5842972,5842972
A10p017630.1_BraROA,1,A10,,2334818,2335042,2334818
A02p032060.1_BraROA,1,A02,,16814439,16816476,16814439
A06p035560.1_BraROA,1,A06,,19240783,19242181,19240783
A01g506100.1_BraROA,1,A01,,18020786,18029114,18020786
A08p030860.1_BraROA,1,A08,,18873844,18875550,18873844
A04g506810.1_BraROA,-1,A04,,15488291,15488797,15488797
SC166g500100.1_BraROA,1,JADBGQ010000041.1,,191505,193329,191505
A09p077200.1_BraROA,-1,A09,,57264191,57267677,57267677
A09p034140.1_BraROA,-1,A09,Heavy metal-associated isoprenylated plant protein 44 [Source:Projected from Arabidopsis thaliana (AT4G10465) UniProtKB/Swiss-Prot;Acc:F4JMB8],20629052,20630480,20630480
A07p024610.1_BraROA,-1,A07,Putative F-box only protein 9 [Source:Projected from Arabidopsis thaliana (AT2G04920) UniProtKB/Swiss-Prot;Acc:Q9SI34],14166506,14168640,14168640
A04p002140.1_BraROA,-1,A04,,1023961,1029204,1029204
A03g503320.1_BraROA,1,A03,,10875578,10877337,10875578
A03p001450.1_BraROA,1,A03,,714866,716414,714866
A04p033440.1_BraROA,-1,A04,,19435828,19436192,19436192
A04p028050.1_BraROA,1,A04,,16880104,16882684,16880104
A06g506530.1_BraROA,-1,A06,,18228703,18229664,18229664
A07p046000.1_BraROA,-1,A07,,24894150,24897825,24897825
A10p004830.1_BraROA,-1,A10,"Cation/H(+) antiporter 23, chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G05580) UniProtKB/Swiss-Prot;Acc:Q8VYD4]",9042014,9047387,9047387
A05g508120.1_BraROA,1,A05,,23630057,23631130,23630057
A07p049110.1_BraROA,1,A07,,26116137,26117647,26116137
A08p016680.1_BraROA,1,A08,,11798050,11800497,11798050
A05g503570.1_BraROA,-1,A05,,10360077,10361316,10361316
A09p002180.1_BraROA,-1,A09,,1545059,1547572,1547572
A06p021890.1_BraROA,1,A06,,12548555,12550654,12548555
A06p009020.1_BraROA,1,A06,,3161922,3162891,3161922
A07p009040.1_BraROA,1,JADBGQ010000014.1,,168756,169152,168756
A10g502350.1_BraROA,1,A10,,6417886,6418857,6417886
A10p032110.1_BraROA,-1,A10,,19062238,19065100,19065100
A08p017810.1_BraROA,1,A08,,12374894,12383564,12374894
A09g514230.1_BraROA,1,A09,,42806249,42818769,42806249
A02g507110.1_BraROA,-1,A02,,20394045,20394877,20394877
A08p044930.1_BraROA,-1,A08,,24724766,24725094,24725094
A10p023560.1_BraROA,-1,A10,,15382423,15383550,15383550
A01p058610.1_BraROA,-1,A01,,33448286,33449099,33449099
A01p057130.1_BraROA,1,A01,,31932179,31934611,31932179
A03g500580.1_BraROA,-1,A03,,1703566,1703994,1703994
A02p040290.1_BraROA,-1,A02,,25490179,25491280,25491280
A09p051580.1_BraROA,1,A09,,45449420,45450330,45449420
A01g511270.1_BraROA,-1,A01,,31504378,31504710,31504710
SC170g500010.1_BraROA,-1,JADBGQ010000043.1,,22363,31122,31122
A06p009800.1_BraROA,-1,A06,,3510993,3515915,3515915
A09g510780.1_BraROA,1,A09,,33165541,33167243,33165541
A09g516920.1_BraROA,-1,A09,,49721383,49724088,49724088
A09p079720.1_BraROA,-1,A09,Protein BONZAI 3 [Source:Projected from Arabidopsis thaliana (AT1G08860) UniProtKB/Swiss-Prot;Acc:Q5XQC7],58589006,58592983,58592983
A08p005260.1_BraROA,1,A08,,3046254,3048950,3046254
A02p001570.1_BraROA,-1,A02,,691456,691845,691845
A03p023970.1_BraROA,1,A03,,10129171,10131251,10129171
A06g505070.1_BraROA,1,A06,,14960857,14962654,14960857
A02g504040.1_BraROA,-1,A02,,13326686,13328460,13328460
A02p041300.1_BraROA,-1,A02,,26048564,26065929,26065929
A03p065880.1_BraROA,1,A03,,29144320,29154812,29144320
A10p011200.1_BraROA,-1,A10,,6511170,6511475,6511475
A01p014660.1_BraROA,1,A01,,7088719,7090334,7088719
A04p028010.1_BraROA,1,A04,,16868100,16868686,16868100
A07p052390.1_BraROA,1,A07,,27637902,27639427,27637902
A06p018630.1_BraROA,-1,A06,,9037107,9037571,9037571
A06p032940.1_BraROA,-1,A06,,17679554,17680758,17680758
A02p027740.1_BraROA,-1,A02,,13461604,13463432,13463432
A05p008210.1_BraROA,-1,A05,PGGT-I [Source:Projected from Arabidopsis thaliana (AT2G39550) UniProtKB/TrEMBL;Acc:A0A178VS16],3343377,3346371,3346371
A06g508210.1_BraROA,1,A06,,23250582,23251823,23250582
A10p016450.1_BraROA,1,A10,,3043525,3045554,3043525
A09p067170.1_BraROA,-1,A09,,53041935,53042237,53042237
A03g502670.1_BraROA,-1,A03,,8348416,8348829,8348829
A09p015870.1_BraROA,-1,A09,,8279770,8281728,8281728
A05p006840.1_BraROA,-1,A05,Cytochrome P450 76C3 [Source:Projected from Arabidopsis thaliana (AT2G45580) UniProtKB/Swiss-Prot;Acc:O64638],2767985,2770931,2770931
A08p032630.1_BraROA,1,A08,,19739630,19743702,19739630
A06g509370.1_BraROA,1,A06,,27234979,27236927,27234979
A04g507980.1_BraROA,-1,A04,,20401672,20402912,20402912
A01p016020.1_BraROA,1,A01,,7927407,7933589,7927407
A03p020990.1_BraROA,1,A03,,8674425,8675908,8674425
A06p013170.1_BraROA,-1,A06,,6022651,6023225,6023225
A07g501890.1_BraROA,1,A07,,3946872,3948152,3946872
A06p017200.1_BraROA,1,A06,,7703623,7705685,7703623
A10p008180.1_BraROA,1,A10,,11172938,11175289,11172938
A09p062860.1_BraROA,-1,A09,,51229643,51236618,51236618
A03g506780.1_BraROA,1,A03,,24196584,24197532,24196584
A04p029690.1_BraROA,1,A04,,17741071,17742853,17741071
A09p057660.1_BraROA,-1,A09,,48525997,48528484,48528484
A07g506930.1_BraROA,-1,A07,,17737050,17738568,17738568
A10p031560.1_BraROA,-1,A10,,18828594,18831989,18831989
A06g504280.1_BraROA,-1,A06,,13408905,13409204,13409204
A02p051940.1_BraROA,-1,A02,,31744901,31747948,31747948
A02p013560.1_BraROA,1,A02,,5934948,5936253,5934948
A02g504790.1_BraROA,1,A02,,15288001,15291093,15288001
A08p040410.1_BraROA,-1,A08,Purple acid phosphatase 3 [Source:Projected from Arabidopsis thaliana (AT1G14700) UniProtKB/Swiss-Prot;Acc:Q8H129],23036561,23039431,23039431
A03p037780.1_BraROA,1,A03,,15791739,15792004,15791739
A04p034930.1_BraROA,-1,A04,,20203284,20207342,20207342
A09p050150.1_BraROA,1,A09,,44133809,44136173,44133809
A09p011850.1_BraROA,-1,A09,,6006184,6007347,6007347
A07g501170.1_BraROA,-1,A07,,2413933,2418691,2418691
A01p003760.1_BraROA,1,A01,,1633674,1634211,1633674
A03g500080.1_BraROA,-1,A03,,168141,170326,170326
A06p002880.1_BraROA,-1,A06,,4932294,4933319,4933319
A07g507940.1_BraROA,1,A07,,21914707,21916509,21914707
A04g500210.1_BraROA,-1,A04,,954029,955459,955459
A06g508310.1_BraROA,1,A06,,23362607,23364963,23362607
A01p025670.1_BraROA,1,A01,,19972988,19973705,19972988
A10p006570.1_BraROA,1,A10,,9767719,9768536,9767719
A02p046790.1_BraROA,1,A02,,29260492,29262993,29260492
A07p009870.1_BraROA,-1,A07,,6153246,6154896,6154896
A09p011060.1_BraROA,1,A09,,5586308,5587052,5586308
A06g500420.1_BraROA,-1,A06,,1839098,1839397,1839397
A09p050450.1_BraROA,-1,A09,,44307317,44316700,44316700
A04g506110.1_BraROA,-1,A04,,12695260,12698916,12698916
A10p014390.1_BraROA,-1,A10,,4205578,4206670,4206670
A02p017500.1_BraROA,-1,A02,,7909212,7912197,7912197
A08p018610.1_BraROA,-1,A08,,12814809,12815908,12815908
A08p038630.1_BraROA,-1,A08,,22332777,22333022,22333022
A09g508810.1_BraROA,1,A09,,24510462,24512264,24510462
A09p041700.1_BraROA,1,A09,,23592696,23593674,23592696
A01p023090.1_BraROA,1,A01,,11401798,11406139,11401798
A01g506000.1_BraROA,-1,A01,,17665692,17666013,17666013
A01p046380.1_BraROA,-1,A01,,26109464,26111272,26111272
A08p019180.1_BraROA,1,A08,,13116769,13120915,13116769
A06g501140.1_BraROA,-1,A06,,4158178,4158633,4158633
A03p026760.1_BraROA,1,A03,,11164870,11167332,11164870
A02g508250.1_BraROA,1,A02,,22632290,22636529,22632290
A09p012520.1_BraROA,-1,A09,,6389907,6390083,6390083
A09g508770.1_BraROA,-1,A09,,24405427,24410840,24410840
A04g505580.1_BraROA,-1,A04,,11818121,11822649,11822649
A08p002820.1_BraROA,1,A08,,1559466,1560952,1559466
A04p037440.1_BraROA,-1,A04,,21361309,21362874,21362874
A07p005670.1_BraROA,-1,A07,RING-type E3 ubiquitin transferase [Source:Projected from Arabidopsis thaliana (AT5G01830) UniProtKB/TrEMBL;Acc:A0A178UNI7],2006024,2008048,2008048
SC160g500130.1_BraROA,1,JADBGQ010000037.1,,204247,204546,204247
A05p003280.1_BraROA,1,A05,"Sigma factor binding protein 2, chloroplastic [Source:Projected from Arabidopsis thaliana (AT2G41180) UniProtKB/Swiss-Prot;Acc:O80669]",1193245,1193667,1193245
A10p000180.1_BraROA,-1,A10,,95581,96045,96045
A04g501830.1_BraROA,1,A04,,4363916,4367644,4363916
A01p021710.1_BraROA,-1,A01,,10587519,10589549,10589549
A02g511760.1_BraROA,1,A02,,31767961,31768321,31767961
A03p069610.1_BraROA,-1,A03,,30591835,30592831,30592831
SC236g500080.1_BraROA,1,JADBGQ010000087.1,,46657,46842,46657
A03p017540.1_BraROA,1,A03,,7075724,7076254,7075724
A01g500970.1_BraROA,-1,A01,,3807496,3808314,3808314
A09g504920.1_BraROA,-1,A09,,15006629,15008397,15008397
A09p009800.1_BraROA,-1,A09,,5022804,5026053,5026053
A03p051050.1_BraROA,1,A03,,20682929,20702147,20682929
A07g504560.1_BraROA,-1,A07,,9126944,9129049,9129049
A05p036670.1_BraROA,1,A05,Protein ALWAYS EARLY 3 [Source:Projected from Arabidopsis thaliana (AT3G21430) UniProtKB/Swiss-Prot;Acc:Q6A332],20806048,20813554,20806048
A06p022020.1_BraROA,-1,A06,,12491079,12493858,12493858
A03p059610.1_BraROA,-1,A03,,25879347,25882166,25882166
A05g504870.1_BraROA,-1,A05,,13598083,13599597,13599597
A08p011040.1_BraROA,1,A08,,9116727,9116984,9116727
A07p037170.1_BraROA,1,A07,,19883917,19885680,19883917
A01p024950.1_BraROA,-1,A01,,20528372,20530452,20530452
A02p015430.1_BraROA,-1,A02,,6836136,6837575,6837575
A10p007260.1_BraROA,1,A10,,11620656,11622174,11620656
A06p004120.1_BraROA,1,A06,,1032129,1033811,1032129
A05p039440.1_BraROA,1,A05,,24087176,24089713,24087176
A05p014410.1_BraROA,1,A05,,6290147,6292578,6290147
A09p060050.1_BraROA,-1,A09,,49948860,49951140,49951140
A01p058820.1_BraROA,1,A01,Replication protein A 32 kDa subunit B [Source:Projected from Arabidopsis thaliana (AT3G02920) UniProtKB/Swiss-Prot;Acc:Q8LFJ8],33532241,33534746,33532241
A03g502800.1_BraROA,1,A03,,8733876,8734436,8733876
A01g501570.1_BraROA,1,A01,,5866622,5872430,5866622
A05g505860.1_BraROA,1,A05,,16692147,16693244,16692147
A05p051630.1_BraROA,-1,A05,,31506284,31508074,31508074
A04p034870.1_BraROA,-1,A04,,20171501,20173454,20173454
A03p062090.1_BraROA,-1,A03,,26970490,26976072,26976072
A02p032460.1_BraROA,1,A02,,16995054,16996164,16995054
A09p044790.1_BraROA,-1,A09,,36289418,36291554,36291554
SC273g500020.1_BraROA,-1,JADBGQ010000120.1,,39449,41035,41035
A08g506190.1_BraROA,1,A08,Potassium transporter 10 [Source:Projected from Arabidopsis thaliana (AT1G31120) UniProtKB/Swiss-Prot;Acc:Q9SA05],10606598,10607846,10606598
A01p018210.1_BraROA,1,A01,,8869284,8870497,8869284
A01g500580.1_BraROA,1,A01,,2384457,2385339,2384457
A01p024150.1_BraROA,-1,A01,,11910160,11910785,11910785
A09p008330.1_BraROA,1,A09,,4288599,4289198,4288599
A10g501580.1_BraROA,-1,A10,,4397788,4399680,4399680
A07p025280.1_BraROA,1,A07,,14586364,14588399,14586364
A09p066800.1_BraROA,-1,A09,,52862823,52865905,52865905
A05p050460.1_BraROA,1,A05,,29383601,29384298,29383601
A01p015150.1_BraROA,-1,A01,,7354663,7357767,7357767
A09g515310.1_BraROA,-1,A09,,45526098,45527639,45527639
A09p009150.1_BraROA,1,A09,,4677586,4679534,4677586
SC140g500090.1_BraROA,-1,JADBGQ010000026.1,,277078,281423,281423
A03g501970.1_BraROA,1,A03,,6591605,6592405,6591605
A07p036560.1_BraROA,1,A07,"Organelle RRM domain-containing protein 6, chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G73530) UniProtKB/Swiss-Prot;Acc:Q9FX45]",19621566,19622560,19621566
A06p006990.1_BraROA,1,A06,Transcription factor bHLH149 [Source:Projected from Arabidopsis thaliana (AT1G09250) UniProtKB/Swiss-Prot;Acc:O80482],2411870,2412487,2411870
A03p017660.1_BraROA,1,A03,,7190272,7191714,7190272
A02p020200.1_BraROA,1,A02,,9432913,9437210,9432913
A09p049880.1_BraROA,-1,A09,Alpha-mannosidase I MNS5 [Source:Projected from Arabidopsis thaliana (AT1G27520) UniProtKB/Swiss-Prot;Acc:Q9SXC9],44010986,44014777,44014777
A05p051130.1_BraROA,1,A05,Probable histone-arginine methyltransferase 1.3 [Source:Projected from Arabidopsis thaliana (AT3G06930) UniProtKB/Swiss-Prot;Acc:Q84W92],29805515,29808343,29805515
A10g507030.1_BraROA,-1,A10,,21353374,21356435,21356435
A07p041280.1_BraROA,1,A07,,22314815,22320174,22314815
A09p012590.1_BraROA,1,A09,Cyclin-B2-1 [Source:Projected from Arabidopsis thaliana (AT2G17620) UniProtKB/Swiss-Prot;Acc:Q39068],6413113,6415037,6413113
A04p015090.1_BraROA,1,A04,,5872086,5875519,5872086
A03p002800.1_BraROA,-1,A03,,1237959,1238558,1238558
A05p006280.1_BraROA,1,A05,,2487162,2489920,2487162
A06p028750.1_BraROA,1,JADBGQ010000181.1,,6481,9055,6481
A05g510100.1_BraROA,1,A05,,30918943,30919906,30918943
A06p013840.1_BraROA,-1,A06,,6271408,6273261,6273261
A10p006750.1_BraROA,1,A10,RPL4 [Source:Projected from Arabidopsis thaliana (AT1G07320) UniProtKB/TrEMBL;Acc:A0A384KN11],9873520,9874489,9873520
A08p010740.1_BraROA,-1,A08,,8737432,8737898,8737898
A07p050540.1_BraROA,1,A07,,26943012,26945903,26943012
A02p016450.1_BraROA,1,A02,,7383160,7388735,7383160
A06p052100.1_BraROA,1,A06,,27552198,27554292,27552198
A05p008830.1_BraROA,-1,A05,,3647815,3650217,3650217
A09p074190.1_BraROA,-1,A09,,56347385,56349405,56349405
A03p002280.1_BraROA,-1,A03,,1062416,1064019,1064019
A03p025500.1_BraROA,1,A03,,10730572,10732284,10730572
A01p030650.1_BraROA,-1,A01,,13850757,13852079,13852079
A09p060720.1_BraROA,1,A09,Protein TONNEAU 1b [Source:Projected from Arabidopsis thaliana (AT3G55005) UniProtKB/Swiss-Prot;Acc:Q9FQ24],50282195,50284052,50282195
A03g506400.1_BraROA,-1,A03,,22841143,22842467,22842467
A01p058660.1_BraROA,-1,A01,,33459919,33466567,33466567
A01p007190.1_BraROA,1,A01,,3584186,3600095,3584186
A10p000560.1_BraROA,1,A10,,307478,311363,307478
A09p008640.1_BraROA,-1,A09,,4436700,4441046,4441046
A09p043060.1_BraROA,-1,A09,,35053910,35054456,35054456
A03p019280.1_BraROA,1,A03,,7856418,7856978,7856418
A10p033380.1_BraROA,1,A10,,19552855,19554470,19552855
SC287g500010.1_BraROA,1,JADBGQ010000134.1,,30,4478,30
A03p023560.1_BraROA,1,A03,Response regulator 16 [Source:Projected from Arabidopsis thaliana (AT2G40670) UniProtKB/TrEMBL;Acc:F4II22],9951249,9952163,9951249
A05p040540.1_BraROA,-1,A05,,24796515,24798157,24798157
A06p053020.1_BraROA,1,A06,,28012144,28014257,28012144
A05p030170.1_BraROA,1,A05,,15147176,15148308,15147176
A03p019340.1_BraROA,1,A03,,7888158,7889391,7888158
A01p042840.1_BraROA,-1,A01,,25201246,25202257,25202257
A01p031120.1_BraROA,-1,A01,,13405992,13408029,13408029
A01g509010.1_BraROA,1,A01,,24358018,24359965,24358018
SC150g500040.1_BraROA,1,JADBGQ010000032.1,,113758,114900,113758
A01p059050.1_BraROA,-1,A01,,33870959,33871251,33871251
A03p018800.1_BraROA,1,A03,,7683568,7685073,7683568
A03p057820.1_BraROA,-1,A03,,25056700,25058915,25058915
A09p012070.1_BraROA,-1,A09,,6194287,6196776,6196776
A01p004960.1_BraROA,-1,A01,,2134516,2139380,2139380
A09p068280.1_BraROA,1,A09,,53575250,53577622,53575250
A09g518100.1_BraROA,-1,A09,,55222616,55223764,55223764
A09p024510.1_BraROA,1,A09,,13552139,13553143,13552139
A09g501410.1_BraROA,-1,A09,,4820863,4828890,4828890
A08p003790.1_BraROA,1,A08,,2159760,2161046,2159760
A09g514520.1_BraROA,-1,A09,,43307375,43308740,43308740
A02p058450.1_BraROA,-1,A02,,35062130,35064640,35064640
A04p022540.1_BraROA,-1,A04,,13603261,13608911,13608911
A03p051260.1_BraROA,1,A03,BEH1 [Source:Projected from Arabidopsis thaliana (AT3G50750) UniProtKB/TrEMBL;Acc:A0A178VA20],20590175,20591639,20590175
A02p012080.1_BraROA,-1,A02,DNA-directed RNA polymerase subunit [Source:Projected from Arabidopsis thaliana (AT5G60040) UniProtKB/TrEMBL;Acc:F4JXF8],5275649,5284015,5284015
A09p073590.1_BraROA,-1,A09,,56056057,56059541,56059541
A10p015210.1_BraROA,1,A10,,3738054,3739804,3738054
A06p041350.1_BraROA,1,A06,,22270327,22270787,22270327
A07p036110.1_BraROA,-1,A07,Putative pentatricopeptide repeat-containing protein At1g74400 [Source:Projected from Arabidopsis thaliana (AT1G74400) UniProtKB/Swiss-Prot;Acc:Q9CA73],19460013,19462766,19462766
A07p030670.1_BraROA,1,A07,,17075515,17080222,17075515
A08p006570.1_BraROA,-1,A08,,3769622,3770869,3770869
A03p056320.1_BraROA,-1,A03,,24345868,24354035,24354035
A03g506500.1_BraROA,1,A03,Probable ADP-ribosylation factor GTPase-activating protein AGD8 [Source:Projected from Arabidopsis thaliana (AT4G17890) UniProtKB/Swiss-Prot;Acc:Q8H100],23343972,23346105,23343972
A01g505430.1_BraROA,-1,A01,,16224170,16226163,16226163
A04p004910.1_BraROA,-1,A04,,2532059,2533100,2533100
A06p034290.1_BraROA,-1,A06,,18540673,18541134,18541134
A03p054040.1_BraROA,1,A03,"Light-harvesting complex-like protein 3 isotype 1, chloroplastic [Source:Projected from Arabidopsis thaliana (AT4G17600) UniProtKB/Swiss-Prot;Acc:Q9SYX1]",23186958,23194620,23186958
A01p006400.1_BraROA,1,A01,,3240654,3245371,3240654
A01p028920.1_BraROA,1,A01,,20638536,20640929,20638536
A05p014630.1_BraROA,-1,A05,Beta-glucosidase 33 [Source:Projected from Arabidopsis thaliana (AT2G32860) UniProtKB/Swiss-Prot;Acc:O48779],6406012,6409434,6409434
A08g503260.1_BraROA,-1,A08,,6067793,6068488,6068488
A09p052400.1_BraROA,1,A09,,45917048,45918825,45917048
A08p007670.1_BraROA,-1,A08,,5060671,5064243,5064243
A06p012080.1_BraROA,-1,A06,,5532596,5535078,5535078
SC141g500070.1_BraROA,1,JADBGQ010000027.1,,216423,216812,216423
A07g504660.1_BraROA,1,A07,,9594999,9595833,9594999
A03p053720.1_BraROA,-1,A03,,23047482,23059127,23059127
A03p050070.1_BraROA,-1,A03,,21504233,21506122,21506122
A10p037840.1_BraROA,1,A10,AL1 [Source:Projected from Arabidopsis thaliana (AT5G05610) UniProtKB/TrEMBL;Acc:A0A178UPZ2],21290227,21291614,21290227
A09g514720.1_BraROA,1,A09,,43845859,43851559,43845859
